LUK.1.1	Он-ка укал хоял хачал бичэвур тэлэӈур дукудилритан, 
LUK.8.42	Иисус бэйду бодаснин, чэлэн бэил Ноӈан гиркаракан, эрэли кадаттитан. 
LUK.8.43	Өмэн аси мян дӫр анӈану хуӈэлэӈкэрин. Ноӈан эйду эӈэей манрин бэгдэчимӈэлду таматми, ӈи-дэ ноӈман эч айра. 
LUK.8.44	Амаргич дагамриди, тарак аси Иисус тэтын холивэн тэмиснин, тармадит хуӈэлэӈкэрий оддин.
LUK.8.45	– Ӈи Мину тэмиснин? – Иисус улгэмрин.
LUK.8.45	Эйду бичэл бэил эчэвур тэмир гөнитэн. Таракам Петр гөнин:
LUK.8.45	– Хупкучимнэ, Хину эрэли бэил илгараӈчир, тэрингич кадатта.
LUK.8.46	– Эсни, ӈи-дэ Мину тэмиснин, – Иисус-нян барагрин, – Би Миндук Эӈив нӫривэн харам.
LUK.8.47	Таракам аси, хумэтьӈэ туркуми, дюлэски, хилгэникэн, гиркарин, Иисусу дэпки хэнӈэнди тикрин, эйдуткин бичэлтэки бэилтэки тэлэӈрин, ями-да ноӈан Иисусу тэмисэнчэй, он-да тармадит ай очай. 
LUK.8.48	Иисус гөнин:
LUK.8.48	– Хунадив, хин тэденси хину айрин. Аймакань ӈэнэссоли!
LUK.8.49	Иисус эдлэн унэт төрэрий мудакра, нэӈэдек дю ӈунэмэчимӈэн дюдукун бэй эмрин, болганарин:
LUK.8.49	– Хунадис көкэрин, эди Хупкучимӈэв бурдэӈиткил.
LUK.8.50	Тарбач Иисус, тарав долдариди, Иаиртаки гөнин:
LUK.8.50	– Эди ӈэлкил. Тэдетли-ткэн, таракам хутэс ай один.
LUK.8.51	Дюла ими, Иисус ӈив-дэ мэннюми эч ивкэн, Петэру, Иоам, Иакову асаткан-да энтилбэн ивкэнин. 
LUK.8.52	Дю долан эйду бичэл хоӈритан, тыӈэндулэвур чорникан. Нян Иисус гөнин:
LUK.8.52	– Эдилрэ хоӈкилра, ноӈан эч көкэр, хуклэнтэкэн.
LUK.8.53	Ноӈартан Ноӈандин ининэдилритэн, асаткан көкэчэвэн хами. 
LUK.8.54	Иисус-нян эйдувэн бэилбу төлэски эрэссиди, көкэчэ ӈаллон гадыди, төрэснин:
LUK.8.54	– Асаткан! Илли!
LUK.8.55	Тарак хираснин, тармадит илрин, Иисус асаткан дебдэн бөдэтэн гөнин. 
LUK.8.56	Энтылни мянитан. Тарбач Иисус гөнин, ӈитки-дэ коечэвур эдэтэн тэлэӈрэ.
LUK.9.1	Мян дӫрбу Ноӈантакин эмдэтэн, Иисус эририн, нян тарал чэлэвэн ариӈкалбу бэил эмдэдукутэн нёвкэӈрэдэтэн, энэкэлбутэн-дэ бэгдэткэрэдэтэн, эӈигэтэн, дяванмайгатан-та бөрин. 
LUK.9.2	Иисус ноӈарбутан хөрукэнин, Хэвки Тэгэмэрэдеккон тэлэӈдэтэн, бутэнрилбу-дэ бэгдэттэтэн. 
LUK.9.3	Тарбач ноӈартакитан гөнин:
LUK.9.3	– Яв-да хотарамдагавур эмэкэн гад: нимкамив-да, хэлэку-дэ, килебу-дэ, гаилдавум-да ойгавур, мэӈэм-дэ эмэкэн гад. 
LUK.9.4	Илэ-ккэ дюла игрэдис, хөрэкэн тала биӈэсэн. 
LUK.9.5	Илэ-ккэ хуну этэр ивкэн, тадук городдукутан хөрми, бодэлдукур-дэ хорчав булэв гивӈэсэн, коедэтэн, тарак ноӈарбутан тогэмкэчин бидин.
LUK.9.6	Иисус хупкутыӈэлни хөрритэн, эйдулин билэкэлдули ӈэнникэн, Өрэлдэм Мэтум тэлэӈникэн, бутэнрил энэкэлбутэн бэгдэтникэн.
LUK.9.7	Иисус чэлэвэн некчэвэн долдариди, дыгитэн бэгэнтэн Ирод мяӈчирин, ӈи-дэ тарак бисивэн, хан гөнитэн Иоанн арчадин, 
LUK.9.8	хан Илия эмривэн болганаритан, хөнтэл-эси, ирэк-тэ өмэн осирэп мэтумӈэ арчаван гэрбэттитэн. 
LUK.9.9	Нян Ирод гөнин:
LUK.9.9	– Иоанн дыллон хонрив, ӈи-нян Эрэк, Ӈив эррөчим би долдарам?
LUK.9.9	Ирод Иисусу ичимсин.
LUK.9.10	Апостолал, мучуридюр, Иисустэки яв-да некчэвур тэлэӈритэн. Таракам Иисус ноӈарбутан Мэннюми бодуканин, тарбач ноӈартан эйдучэндюр город Вифсаид анчиндулан бэккэллэ биситки, ач бэйлэ-дэ энтэрэндулэ төртэки хөрритэн. 
LUK.9.11	Тарбач тачин хөрчэвутэн эйду бэил халритан, Иисусту бодаснитан. Иисус эйдувэн алимрин, эйдудун Хэвки Тэгэмэрэддывэн тэлэӈрин, бутэнрилбу-дэ эйдувэн бэгдэттин, айрин. 
LUK.9.12	Эсимэсукэн хисэчин мян дӫр хупкуттыӈэлни Ноӈантакин эмритэн, гөникэн:
LUK.9.12	– Хөрукэли эмчэлбу бэилбу далила бисилтэки билэкэлтэки, дебдэвур-дэ бакникар тала анӈаттатан, мут энтэрэндулэ төрлэ бисэп.
LUK.9.13	Иисус барагрин:
LUK.9.13	– Ноӈартан дебдэтэн бөлрэ.
LUK.9.13	Хупкуттыӈэлни мянитан:
LUK.9.13	– Он тардыван бэю дебукэндиру, мундулэ тунӈан-такан килебэӈун бисни, дӫр-дэ олраӈун, эйдудун истан, униерукун-тэкэн деплэв ай бимчи.
LUK.9.14	Тунӈан тыкича бэй тала бисин. Иисус хупкуттыӈэлтэкий гөнин:
LUK.9.14	– Эйдувэн бисилбу бэилбу төрлэ тунӈанмярталди тэгукэрлэ.
LUK.9.15	Хупкуттыӈэлни тачин некритэн. Эйду бэил тачин тэгэлнэкэтэн, 
LUK.9.16	Иисус тунӈам килебу, дӫрбу-дэ олрав ӈаллай гадыди, нянинтаки ичиснин, Хэвкитки нэӈникэн, Нөнман бачибарин деплэв бөчэлин, тар килебу, олрав-да эйдудун бөричидилрин. Тарав боричай хупкуттыӈэлдий бөрин, тарал-аси бэилду бөттитэн. 
LUK.9.17	Эйдучэндюр бэил дептитэн, дялуритан-да. Тарбач Иисус Хупкуттыӈэлни унэт эмэпчэв деплэв мян дӫрбу милтэрэв екэв чакритан.
LUK.9.18	Өмнэкэн, Иисус энтэрэндулэ билэклэ нэӈэддэкэн, хупкуттыӈэлни-дэ ноӈнюнни бисэкэтэн, Ноӈан ноӈарбутан улгэмрин:
LUK.9.18	– Бэил Мину Ӈи бидэку гэрбуттэ?
LUK.9.19	Ноӈартан барагритан:
LUK.9.19	– Иоанн Хэвкигри бисидис гөвэттэ, хөнтэл – Илия-мэтумӈэ бисидис гөвэттэ, хан-аси – ирэк-тэ өмэн өсирэп мэтумӈэ арчадин гэрбэттэ.
LUK.9.20	– Ху-ккэ Мин Ӈи бисидив гэрбэчис, – Иисус ноӈарбутан улгэмрин.
LUK.9.20	– Хи Хэвки Хинмачан, Христос бисэнри, – Петр барагрин.
LUK.9.21	Тарбач Иисус ӈитки-дэ тарав эдэтэн тэлэӈрэ мэтуттин. 
LUK.9.22	Нян гөнин:
LUK.9.22	– Бэй Хутэн Оча гору-да энтэкэе хилдин, каганкар, дюлэгэл хиргэмӈэл попал, Итум хупкучимӈэл-дэ ноӈандук итывур часки хукэсэндир, Ӈонман мадир, нян илилатан инэӈнэ Ноӈан ардин.
LUK.9.23	Тадук-нян Иисус эйдуткин гөнин:
LUK.9.23	– Ӈи-ккэ Минду бодасамсан, тарак мэни чэлэдун бөдэн, тарбач бэйтэн мэн киреси индэн, таракам тарак Минду боддан. 
LUK.9.24	Ӈи мэн ханьми-ткан айдин, тарак тарав бэридин, ӈи-ккэ мэн ханьми Миндули бэридин, тарак тарав ханьми айдин. 
LUK.9.25	Як аинни чэлэвэн төру мэнди гами, мэни-дэ теми хойми, мэни-дэ тачин көкэвкэми? 
LUK.9.26	Тарбач ӈи Мину, Мин-дэ төрэчэв хадарилдин, тарав Бэй Хутэн Оча, мэн хэрриди, Амми-да Хэрридун, Хэвки ангелални-дэ хэрридутэн хуталри, эмриди ноӈардитан хадарилдин. 
LUK.9.27	Хунтэки гөнэм, элэ илаттыл долатан таррөчир бэил бис, ӈи көкэм эдлэвур халра, укал Хэвки Тэгэмэрэдеккон итчир.
LUK.9.28	Тарав гөнчэлэн дяпкан инэӈ елтэнэкэн, Иисус Пётэру, Иоамм, Иакову мэнди бодуканин, нян урэкчэндулэ ойчирин нэӈэддэй. 
LUK.9.29	Ун нэӈэддэкэн, Ноӈан итин бадан хөнтэлбэрин, нян оин нёбаты, гилталри один. 
LUK.9.30	Дӫр-дэ бэил Ноӈнюнни укчэнритэн, тарак Моисей, Илья-да биситэн. 
LUK.9.31	Ноӈартан нянин хэрридун хуталрил эмчэл, Иисус Иерусалимтаки хөрэннэвэн дюгулин төрэддитэн. 
LUK.9.32	Петр, дялни-да хуклэнду ургэмкэпчэл биситэн, нян мялридюр, ноӈартан Иисус хэрридуку хуталриван, дӫр-дэ бэил анчиндулан илаттылбу иттытэн. 
LUK.9.33	Тарал бэил Иисустук хөрэдилрэкэтэн, Пётр Ноӈантакин гөнин:
