MAT.1.1	ಇದ್ ಯೇಸು 
MRK.2.12	ಅಕ್ಕಣೆಕ್, ಆ ಮನುಷ್ಯ ಎದ್ದಿತ್ ತಾಂಡ ಕಡ್‌ಕೆನ ಸುತ್ತಿಯಂಡ್ ಎಲ್ಲಾಡ ಮಿಂಞತ್ ನಡ್ಂದ್ ಪೋಚಿ. ಅಕ್ಕ ಅಲ್ಲಿ ಉಳ್ಳ ಜನ ಎಲ್ಲಾರು ಆಶ್ಚರ್ಯ ಪಟ್ಟಿತ್, ಇಂತ ಒರ್ ಅದ್ಬುತ ಕಾರ್ಯತ್‍ನ ನಂಗ ಕಂಡಿತೇ ಇಲ್ಲೇಂದ್ ಎಣ್ಣಿತ್, ದೇವನ ತುದಿಪಕ್ ಸುರು ಮಾಡ್‍ಚಿ.
MRK.2.13	ಯೇಸು ಗಲಿಲಾಯ ಎಣ್ಣುವ ಕೆರೆರ ಕರೆಕ್ ಪುನಃ ಪೋಚಿ. ಅಂವೊಂಡ ಪಕ್ಕ ದುಂಬ ಜನ ಬಾತ್; ಅಂವೊ ಅಯಿಂಗಕ್ ಬೋದನೆ ಮಾಡ್‍ಚಿ. 
MRK.2.14	ಯೇಸು ಅನ್ನನೆ ನಡ್‌ದಂಡ್ ಪೋಯಂಡ್ ಇಪ್ಪಕ ಅಲ್ಫಾಯ ಎಣ್ಣ್‌ವಂವೊಂಡ ಮೋಂವೊ ಲೇವಿ ಎಣ್ಣ್‌ವಂವೊ ಅಂವೊಂಡ ಕಂದಾಯ ಎಡ್‌ಪ ಕಛೇರಿಲ್ ಅಳ್‌ತಂಡಿಪ್ಪದ್‍ನ ಕಂಡತ್. ಯೇಸು ಅಂವೊನ ಕಂಡದು ನಾಡ ಬಯ್ಯ ಬಾಂದ್ ಎಣ್ಣ್‌ಚಿ. ಅಕ್ಕ ಅಂವೊ ಎದ್ದಿತ್ ಅಂವೊಂಡ ಬಯ್ಯಕ್ ಪೋಚಿ. 
MRK.2.15	ಬಯ್ಯಂಜಿ ಯೇಸುಕ್ ಲೇವಿರ ಮನೆಲ್ ಗದ್ದಾಳ ಇಂಜತ್. ಲೇವಿರ ಮನೆಲ್ ದುಂಬ ಕಂದಾಯ ಎಡ್‌ಪ ಜನ ಪಿಂಞ ಸಮಾಜ ಪಾಪೀಂದ್ ಎಣ್ಣ್‌ವಂತ ಜನ ಅಲ್ಲಿಕ್ ಬಂದಿತ್ ಅಂವೊಂಡ ಕೂಡೆ ಪಿಂಞ ಶಿಷ್ಯಂಗಡ ಕೂಡೆ ಉಂಬಕಿಂಜತ್. 
MRK.2.16	ಯೇಸು ಕಂದಾಯ ಎಡ್‌ಪಂವೊ ಪಿಂಞ ಸಮಾಜ ಪಾಪೀಂದ್ ಎಣ್ಣ್‌ವ ಜನಡ ಕೂಡೆ ಉಂಬದ್‌ನ 
MRK.2.17	ಯೇಸು ಅಯಿಂಗಡ ತಕ್ಕ್‌ನ ಕ್‍ೕಟಿತ್, ಅಂತು, ದಾರ್ ಸೌಕ್ಯತ್‌ಲ್ ಉಂಡೋ ಅಯಿಂಗಕ್ ವೈದ್ಯ ಬೋಂಡ, ದಾರ್‌ಕ್ ಸೌಕ್ಯ ಇಲ್ಲತೆ ಉಂಡೋ ಅಯಿಂಗಕ್ ಮಾತ್ರ ವೈದೈಂಗ ಬೋಂಡಿಯೆ. ನೀತಿವಂತಯಿಂಗಳ ಅಲ್ಲ, ಆಚೇಂಗಿ ಪಾಪಿಯಳ ಕಾಕಿಯಂಡ್ ಪೋಪಕಾಯಿತೇ ನಾನ್ ಬಂದಿಯೇಂದ್ ಎಣ್ಣ್‌ಚಿ.
MRK.2.19	ಅದ್ಂಗ್ ಯೇಸು: ಮಂಗಲಕಾರ ಅಯಿಂಗಡ ಕೂಡೆ ಇಪ್ಪಕಾಪಕ ಅಂವೊಂಡ ಚಂಙಾದಿಯ ಪಟ್ಟಣಿ ನಿಕ್ಕಂಡುವಾ? ಪುತ್ತಾಂಗಾರ ಇಪ್ಪಕತ್ತನೆ ಅಯಿಂಗ ಪಟ್ಟಣಿ ನಿಪ್ಪುಲೆ. 
MRK.2.20	ಆಚೇಂಗಿ ಮಂಗಲಕಾರನ ಅಯಿಂಗಡ ಕೂಟ್‌ಂಜ ಕಾಕಿಯಂಡ್ ಪೋಪ ಸಮಯ ಬಪ್ಪ, ಅಕ್ಕ ಅಯಿಂಗ ಉಪವಾಸ ಮಾಡ್‌ವಾಂದ್ ಎಣ್ಣ್‌ಚಿ 
MRK.2.21	ದಾರೂ ಪಳೆಯ ಬಟ್ಟೇಕ್, ಚುರ್ಂಗಿ ಪೋಕತ ಪುದಿಯ ತುಣಿನ ಅಡ್ಡಬೆಚ್ಚಿತ್ ಪೊಲ್ಲ್‌ಚಿಡುಲೆ. ಎನ್ನಂಗೆಣ್ಣ್‌ಚೇಂಗಿ ಪುದಿಯ ಬಟ್ಟೆ ಚುರುಂಗಿತ್ ಇಂಞು ಬಲ್ಯ ತೂತತ್‍ನ ಮಾಡ್‌ವ. 
MRK.2.22	ದಾರೂ ಪುದಿಯದಾಯಿತ್ ಮಾಡ್‍ನ ದ್ರಾಕ್ಷಿರಸತ್‍ನ ಪಳೆಯ ಚರ್ಮತ್‌ರ ಚೀಲಕ್ ಬೂಕ್‌ಲೆ, ಅನ್ನನೆ ಮಾಡ್‍ಚೇಂಗಿ ಚರ್ಮತ್‌ರ ಚೀಲ ಒಡಂದ್ ಪೋಪ. ಚೀಲ ಒಡಂದ್ ಪೋಯಿತ್, ದ್ರಾಕ್ಷಿರಸವು ಚೆಲ್ಲಿಪೋಪ. ಅದ್ಂಡ ಬದ್‍ಲ್ ಪುದಿಯ ದ್ರಾಕ್ಷಿರಸತ್‍ನ ಪುದಿಯ ಚಕ್ಕಳತ್‍ರ ಚೀಲಕ್ ಬೂಕಂಡು.
MRK.2.23	ಪಿಂಞ ಯೇಸು 
MRK.2.24	ಫರಿಸಾಯಂಗ ಯೇಸುನ ನೋಟಿತ್: ಎನ್ನಂಗ್ ನೀಡ ಶಿಷ್ಯಂಗ ಮೋಶೇರ ಕಾನೂನ್‍ಕ್ ವಿರೋದವಾಯಿತ್ 
MRK.2.25	ಅದ್ಂಗ್ ಯೇಸು: 
MRK.2.26	ಅಂವೊನು ಅಂವೊಂಡ ಕೂಟ್‌ಕಾರಳು ದೇವಡ ಮನೆರ ಒಳ್‍ಕ್ ಪೋಯಿತ್ ದೇವಕ್ ಬೆಚ್ಚ ಒಟ್ಟಿನ ತಿಂದ ವಿಷಯತ್‍ನ ನಿಂಗ ಪುಸ್ತಕತ್‍ಲ್ ಓದಿತ್‌ಲ್ಲೆಯಾಂದ್ ಕ್‍ೕಟತ್. ಆ ಸಮಯತ್‍ಲ್ ಅಬಿಯಾತರ ಎಣ್ಣ್‌ವಂವೊ ಮಹಾ 
MRK.2.27	 ದಿವಸ ಮನುಷ್ಯಂಗಕಾಯಿತ್ ಮಾಡ್‍ಚಿ, ಆಚೇಂಗಿ ಮನುಷ್ಯಂಗಳ ಸಬ್ಬತ್ ದಿವಸಕಾಯಿತ್ ಮಾಡಿತ್‌ಲ್ಲೆ. 
MRK.2.28	ಆನಗುಂಡ್ ಮನುಷ್ಯಕುಮಾರ 
MRK.3.1	ಇಂಞೊರ್ ಕುರಿ ಯೇಸು 
MRK.3.2	ಚೆನ್ನ ಜನ, ಯೇಸು 
MRK.3.3	ಯೇಸು ಆ ಮನುಷ್ಯನ ಎಲ್ಲಾಡ ಮಿಂಞತ್ ಎದ್ದಿತ್ ನಿಪ್ಪಕ್ ಎಣ್ಣ್‌ಚಿ. 
MRK.3.4	ನಿಂಗಡ ಕಾನೂನ್ ಪ್ರಕಾರ 
MRK.3.5	ಸುತ್ತ್‌ಮುತ್ತ್ ನೋಟಿತ್ ಯೇಸುಕ್ ಚೆಡಿ ಬಾತ್, ಅದೇ ಸಮಯತ್‍ಲ್ ಅಯಿಂಗಡ ಕಠಿಣ ಹೃದಯತ್‍ನ ಕಂಡಿತ್ ಯೇಸುಕ್ ಬೇಜಾರ್ ಆಚಿ. ಯೇಸು ಆ ಮನುಷ್ಯಂಗ್, ನೀಡ ಕೈಯಿನ ನೀಟ್‍ೕಂದ್ ಎಣ್ಣ್‌ಚಿ, ಅಂವೊ ಕೈ ನೀಟ್‌ಚಿ, ಅಂವೊಂಡ ಕೈ ಪೂರ್ತಿ ವಾಸಿಯಾಚಿ. 
MRK.3.6	ಅಕ್ಕ ಫರಿಸಾಯಂಗ ಅಲ್ಲಿಂಜ ಪೋಯಿತ್ ಹೆರೋದ ರಾಜಂಡ ಪಕ್ಷಕಾರಂಗಳ ಕಂಡತ್. ಅಯಿಂಗ ಯೇಸುನ ಕೊಲ್ಲ್‌ವಕ್ ಉಪಾಯ ಮಾಡ್‍ಚಿ.
MRK.3.7	ಯೇಸು ಪಿಂಞ ಅಂವೊಂಡ ಶಿಷ್ಯಂಗ ಆ ಜಾಗತ್‍ನ ಬುಟ್ಟಿತ್ ಗಲಿಲಾಯ ಕೆರೆರ ಕರೆಕ್ ಪೋಚಿ. 
MRK.3.8	ಯೆರೂಸಲೇಮ್ ಕೂಡಿತ್, ಯೂದಾಯ ಪ್ರಾಂತ್ಯತ್ಂಜಲು, ಇದೂಮಾಯ ಪ್ರಾಂತ್ಯತ್ಂಜಲು, ಯೊರ್ದನ್ ಕೆರೆರ ಅಪ್ಪರತ್ಂಜಲು, ತೀರ್, ಸೀದೋನ್ ಪಟ್ಟಣತ್‍ರ ಸುತ್ತ್‌ಮುತ್ತ್‌ಯಿಂಜಲು ದುಂಬ ಜನ ಅಂವೊಂಡ ಪಕ್ಕ ಬಾತ್. 
MRK.3.9	ಅಂವೊ ದುಂಬ ಜನಡ ಕಾಯಿಲೆನೆಲ್ಲ ವಾಸಿ ಮಾಡ್‍ಚಿ, ಕಾಯ್ಲೆಸ್ತೆಂಗೆಲ್ಲ ಅದ್‍ನ ಕ್‍ೕಟಿತ್ ಅಂವೊನ ಮುಟ್ಟ್‌ವಕಾಯಿತ್ ಜನಡ ಕೂಟ‌ತ್‍ಲ್ ನೂಕಿತ್ ನುಗ್ಗಿಯಂಡಿಂಜತ್. 
MRK.3.10	ಬಪ್ಪ ಜನಡ ಕೂಟ ಬಲ್ಯದಾನದ್‌ನ ಕಂಡಿತ್, ಯೇಸು ಅಂವೊಂಡ ಶಿಷ್ಯಂಗಕ್ ನಾಕ್ ಒರ್ ದೋಣಿನ ತಯಾರ್ ಮಾಡಿ, ಈ ಜನ ನನ್ನ ನೆರ್‍ಕತನೆಕೆ ಮಾಡೀಂದ್ ಎಣ್ಣ್‌ಚಿ. 
MRK.3.11	ಕೂಳಿ ಪುಡ್‌ಚ ಜನ ಅಂವೊನ ಕಾಂಬಕ, ನೀನ್ ನೇರಾಯಿತು ದೇವಡ ಮೋಂವೊನೇ ಎಣ್ಣಿಯಂಡ್ ನೆಲಕ್ ಬುದ್ದಿತ್ ಕೂತ್ ಕೊಡ್‍ತತ್. 
MRK.3.12	ಆಚೇಂಗಿ ತಾಂಡ ವಿಷಯತ್‍ನ ದಾರ್‌ಕು ಎಣ್ಣತೀಂದ್ ಅಯಿಂಗಕ್ ಆಜ್ಞೆ ಕೊಡ್‍ತತ್.
MRK.3.13	ಯೇಸು ಕುಂದ್‌ರ ಕೊಡಿಕ್ ಪೋಯಿತ್ ಅಂವೊಂಗ್ ಬೋಂಡಿಯಾನಯಿಂಗಳ ಕಾಕ್‍ಚಿ. ಅಯಿಂಗ ಅಂವೊಂಡ ಪಕ್ಕ ಬಾತ್. 
MRK.3.14	ಅಕ್ಕ ಅಂವೊ ಪನ್ನೆರಂಡ್ ಜನಳ ಆಯ್ಕೆ ಮಾಡಿತ್, ಅಯಿಂಗಕ್ 
MRK.3.15	ಜನಡ ವ್ಯಾದಿನ ವಾಸಿ ಮಾಡಿತ್ ಕೂಳಿ ಬುಡ್‌ತ್‌ವಕು ಅದಿಕಾರ ಉಳ್ಳವಯಿಂಗಳಾಯಿತ್ ಅಯಿಂಗಳ ನೇಮಿಚಿಟ್ಟತ್. 
MRK.3.16	ಆ ಪನ್ನೆರಂಡ್ ಶಿಷ್ಯಂಗ ದಾರ್‍ೕಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿ; ಸೀಮೋನ, ಯೇಸು ಅಂವೊಂಗ್ ಪೇತ್ರ
MRK.3.17	ಜೆಬೆದಾಯಂಡ ಮೋನಿಯಂಗ ಯಾಕೋಬ ಪಿಂಞ ಯೋಹಾನ, ಅಯಿಂಗಕ್ ಬೊವನೆರ್ಗೆಸ್ ಎಣ್ಣ್‌ವ ಪೆದ ಕೊಡ್‍ತತ್; ಅದ್ಂಗ್ ತೆಡ್‌ರ ಮಕ್ಕಾಂದ್ ಅರ್ಥ. 
MRK.3.18	ಅಂದ್ರೆಯ, ಫಿಲಿಪ್ಪ, ಬಾರ್ತೊಲೊಮಾಯ, ಮತ್ತಾಯ, ತೋಮ, ಅಲ್ಫಾಯಂಡ ಮೋಂವೊನಾನ ಯಾಕೋಬ, ತದ್ದಾಯ, ದೇಶ ಪ್ರೇಮಿಯಾನ
MRK.3.19	ಪಿಂಞ ಯೇಸುನ ಕೊಲ್ಲ್‌ವಕ್ ಕಾಟಿಕೊಡ್‌ತಂವೊನಾನ ಇಸ್ಕರಿಯೋತ ಯೂದ ಎಣ್ಣ್‌ವಯಿಂಗಳೇ.
MRK.3.20	ಪಿಂಞ ಯೇಸು ಮನೆಕ್ ಪೋಚಿ. ಅಲ್ಲಿ ಅಂವೊಂಗು ಅಂವೊಂಡ ಶಿಷ್ಯಂಗಕು ಉಂಬಕ್ ಸಹ ಸಮಯ ಕ್‌ಟ್ಟತಚ್ಚಕ್ ಜನ ಪುನಃ ಬಂದಿತ್ ಕೂಡಿತ್ಂಜತ್. 
MRK.3.21	ಇದ್ ಯೇಸುರ ಕುಟುಂಬಕಾರಕ್ ಗೊತ್ತಾಚಿ. ಯೇಸುಕ್ ಪುಚ್ಚ್ ಪುಡ್‍ಚಿ ಪೋಚೀಂದ್ ಗೇನ ಮಾಡಿತ್ ಯೇಸುನ ಕಾಕಿಯಂಡ್ ಪೋಪಕ್ ನೋಟಿಯಂಡ್ ಇಂಜತ್. 
MRK.3.22	ಯೆರೂಸಲೇಮ್ಂಜ ಚೆನ್ನ 
MRK.3.23	ಯೇಸು ಅಯಿಂಗಳ ಕಾಕುವಂಜಿ ಕಥೇರ ರೂಪತ್‌ಲ್: ಸೈತಾನ ಸೈತಾನನ ಬುಡ್‌ತ್‌ವಕ್ ಕಯ್ಯುವ? 
MRK.3.24	ಒರೇ ದೇಶತ್‍ರ ಜನ ಅಯಿಂಗಯಿಂಗಳೇ ಜಗಳ ಮಾಡಿಯಂಡ್ ಇಂಜತೇಂಗಿ ನಾಶ ಆಯಿಪೋಪಲ್ಲಾ 
MRK.3.25	ಅನ್ನನೆ ಒರ್ ಕುಟುಂಬತ್‍ಲ್ ಉಳ್ಳಯಿಂಗ ಅಯಿಂಗಯಿಂಗಳೇ ಜಗಳ ಮಾಡಿಯಂಡ್ ಇಂಜತೇಂಗಿ ಆ ಕುಟುಂಬ ಒಡಂದ್ ಪೋಪಲ್ಲಾ. 
MRK.3.26	ಅನ್ನನೆ, ಸೈತಾನ ಅಂವೊಂಗ್ ವಿರೋದವಾಯಿತ್ ಅಂವೊಂಡ ಗುಂಪ್‌ಲ್ ಜಗಳ ಮಾಡಿಯಂಡಿಂಜತೇಂಗಿ ಅಂವೊ ನಿಪ್ಪಕಯ್ಯತೆ ನಾಶ ಆಯಿಪೋಪ. 
MRK.3.27	ಒರ್ ಗಟ್ಟಿಮುಟ್ಟಾನ ಮನುಷ್ಯನ ಕೆಟ್ಟಿ ಇಡತೆ ಪೋಚೇಂಗಿ ಅಂವೊಂಡ ಮನೆನ ಒಡ್‌ಪಂಜಿ ಅಂವೊಂಡ ಮನೆರ ಒಳ್‍ಲ್ ಉಳ್ಳದ್‍ನ ಲೂಟಿ ಮಾಡ್‌ವಕಯ್ಯುವ? ಅಂವೊಂಡ ಕೈಕಾಲ್ ಕೆಟ್ಟಿತ್ ಇಟ್ಟಿತುಂಡೇಂಗಿ ಮಾತ್ರ ಅಂವೊಂಡ ಮನೆನ ಲೂಟಿ ಮಾಡ್‌ವಕಯ್ಯು. 
MRK.3.28	ನೇರಾಯಿತು ನಾನ್ ನಿಂಗಕ್ ಎಣ್ಣ್‌ವಿ: ಮನುಷ್ಯಂಗ ಮಾಡ್‌ವ ಏದ್ ಪಾಪಕು ಪಿಂಞ ಅಯಿಂಗ ಪರಿಯುವ ದೇವದೂಷಣೆಕು ಮನ್ನಿಪ್ ಕ್‍ಟ್ಟ್‌ವ. 
MRK.3.29	ಆಚೇಂಗಿ ದಾರ್ 
MRK.3.30	ಯೇಸುರ ಮೇಲ್‌ಲ್ ಕೂಳಿ ಉಂಡ್‍ೕಂದ್ ಅಯಿಂಗ ಪರ್‌ದಂಡ್ ಇಂಜಗುಂಡ್ ಯೇಸು ಇನ್ನನೆ ಎಣ್ಣ್‌ಚಿ.
MRK.3.31	ಅಕ್ಕ ಅಂವೊಂಡ ಅವ್ವಳು ಪಿಂಞ ತಮ್ಮಣಂಗಳು ಬಂತ್, ಪೊರಮೆ ನಿಂದಿತ್ ಅಂವೊನ ಕಾಕ್‌ವಕಾಯಿತ್ ಒಬ್ಬನ ಒಳ್‍ಕ್ ಅಯಿಚತ್. 
MRK.3.32	ಅಲ್ಲಿ ಅಂವೊಂಡ ಸುತ್ತ್‌ಲ್ ಇಂಜ ಜನ ಅಂವೊನ ನೋಟಿತ್, ಅದೋ ನೀಡ ಅವ್ವ ಪಿಂಞ ತಮ್ಮಣಂಗ ನಿನ್ನ ತ್‍ೕಡಿಯಂಡುಂಡ್‍ೕಂದ್ ಎಣ್ಣ್‌ಚಿ.
MRK.3.33	ಅದ್ಂಗ್ ಅಂವೊ: ದಾರ್ ನಾಡ ಅವ್ವ? ದಾರ್ ನಾಡ ಅಣ್ಣತಮ್ಮಣಂಗಾಂದ್ ಎಣ್ಣಿತ್; 
MRK.3.34	ಯೇಸು ತಾಂಡ ಸುತ್ತ್‌ಲ್ ಅಳ್‌ತಿತ್ ಉಳ್ಳ ಜನಳ ನೋಟಿತ್, ನೋಟಿ, ಇಲ್ಲಿ ಅಳ್‍ತಿತುಳ್ಳ ಜನಳೇ ನಾಡ ಅವ್ವ, ಅಣ್ಣತಮ್ಮಣಂಗ ಪಿಂಞ ಅಕ್ಕತಂಗೆಯ. 
MRK.3.35	ದಾರೆಲ್ಲಾ ದೇವಡ ಚಿತ್ತ ಮಾಡ್‌ವ ಅಯಿಂಗಳೇ ನಾಡ ಅಣ್ಣತಮ್ಮಣಂಗ, ಅಕ್ಕತಂಗೆಯ, ಅವ್ವಾಂದ್ ಎಣ್ಣ್‌ಚಿ.
MRK.4.1	ಯೇಸು ಗಲಿಲಾಯ ಕೆರೆರ ಬರಿಲ್ ಪುನಃ ಉಪದೇಶ ಕೊಡ್‍ಪಕ್ ಸುರು ಮಾಡ್‍ಚಿ. ದುಂಬ ಜನ ಕೂಡಿಬಂದಗುಂಡ್ ಯೇಸು ಪೋಯಿತ್ ಅಲ್ಲಿ ಇಂಜ ಒರು ದೋಣಿಲ್ ಅಳ್‌ತಂಡತ್. ಜನಡ ಕೂಟ ಕೆರೆರ ಬರಿಲ್ ನಿಂದಂಡಿಂಜತ್. 
MRK.4.2	ದುಂಬ ವಿಷಯತ್‍ನ ಅಯಿಂಗಕ್ ಕಥೇರ ರೂಪತ್‌ಲ್ ಎಣ್ಣಿ ಕೊಡ್‍ತಂಡಿಂಜತ್. 
MRK.4.3	ಇಲ್ಲಿ ಕ್‍ೕಳಿ, ಒರ್ ಮನುಷ್ಯ ಕುರುನ ಬಿತ್ತ್‌ವಕ್ ಪೊರಟ್ ಪೋಚಿ. 
MRK.4.4	ಅಂವೊ ಆ ಕುರುನ ಬಿತ್ತ್‌ವಕ್ ಚಾಡ್‌ವಕ ಚೆನ್ನ ಕುರು ನಡ್‍ಪ ಬಟ್ಟೇಲ್ ಬುದ್ದತ್; ಆ ಕುರುನ ಪಕ್ಷಿಯ ಬಂದಿತ್ ತಿಂದತ್. 
MRK.4.5	ಚೆನ್ನ ಕುರು ಮಣ್ಣ್ ಇಲ್ಲತ ಕಲ್ಲ್ ಕಲ್ಲಾಯಿತ್ಂಜ ನೆಲತ್‌ಲ್ ಬುದ್ದತ್. ಅಲ್ಲಿ ಮಣ್ಣ್ ಆಳ ಇಲ್ಲತಗುಂಡ್ ಬುದ್ದ ಕುರು ಅಕ್ಕನ್ನೆ ಮೊಳಕೆ ಬಾತ್. 
MRK.4.6	ಆಚೇಂಗಿ ಬೆದ್ ಬಪ್ಪಕ ಮೊಳೆಕೆ ಒಣಂಗಿ ಪೋಚಿ. ಎನ್ನಂಗೆಣ್ಣ್‌ಚೇಂಗಿ ಆ ಗಿಡತ್‌ರ ಬೇರ್ ಆಳವಾಯಿತ್ ಪೋಯಿತ್ಂಜಿಲೆ. 
MRK.4.7	ಚೆನ್ನ ಕುರು ಮುಳ್ಳ್ ಪೊದೆಲ್ ಬುದ್ದತ್. ಅಲ್ಲಿ ಅದ್ ಬೊಳ್ಂದತ್, ಆಚೇಂಗಿ ಮುಳ್ಳ್ ಗಿಡ ಬೊಳ್ಂದಿತ್ ಅದ್‍ನ ನೆರ್‌ಕಿತ್ ಫಲ ಕೊಡ್‍ಪಕ್ ಬುಟ್ಟಿತ್‌ಲ್ಲೆ. 
MRK.4.8	ಚೆನ್ನ ಕುರು ಚಾಯಿ ಮಣ್ಣ್‌ರ ನೆಲತ್‌ಲ್ ಬುದ್ದತ್. ಅದ್ ಮೊಳಕೆ ಬಾತ್, ಚಾಯಿತೆ ಬೊಳ್ಂದತ್, ಚಾಯಿತೆ ಫಲ ಕೊಡ್‍ತತ್. ಚೆನ್ನ ನುಪ್ಪದ್, ಚೆನ್ನ ಅರ್‌ವದ್, ಚೆನ್ನ ನೂರಾಯಿತ್ ಫಲ ಕೊಡ್‍ತತ್. 
MRK.4.9	ಕ್‍ೕಪಕ್ ಕೆಮಿ ಉಳ್ಳಯಿಂಗ ಕ್‍ೕಳೀಂದ್ ಎಣ್ಣ್‌ಚಿ.
MRK.4.10	ಯೇಸು ಒಬ್ಬನ್ನೇ ಇಪ್ಪಕಾಪಕ ಚೆನ್ನ ಜನ ಅಂವೊಂಡ ಪನ್ನೆರಂಡ್ ಶಿಷ್ಯಂಗಡ ಕೂಡೆ ಬಂತ್ ನೀನ್ ಎಣ್ಣ್‌ನ ಕಥೇರ ರೂಪತ್‍ರ ಅರ್ಥತ್‍ನ ನಂಗಕ್ ಎಣ್ಣಿತಾಂದ್ ಕ್‍ೕಟತ್. 
MRK.4.11	ದೇವಡ ರಾಜ್ಯತ್‍ರ ಗುಟ್ಟ್ ನಿಂಗಕ್ ಗೊತ್ತಾಪನೆಕೆ ಮಾಡಿತುಂಡ್. ಆಚೇಂಗಿ ಪರಲೋಕಕ್ ಪೊರಮೆವುಳ್ಳ ಜನ ಇದ್‍ನೆಲ್ಲಾ ಕಥೇರ ರೂಪತ್‌ಲ್ ಕ್‍ೕಪ.
MRK.4.12	ಅಯಿಂಗ ನೋಟುವ, ಆಚೇಂಗಿ ಒಂದು ಕಾಂಬುಲೆ,
MRK.4.12	ಅಯಿಂಗ ಕ್‍ೕಪ, ಆಚೇಂಗಿ ಒಂದು ಅರ್ಥ ಆಪುಲೆ,
MRK.4.12	ಅನ್ನನೆ ಅರ್ಥ ಆಚೇಂಗಿ ಅಯಿಂಗ ದೇವಡ ಪಕ್ಕ ಬಂತ್, ಅಯಿಂಗಡ ಪಾಪಕ್ ಮನ್ನಿಪ್ ಕ್‍ಟ್ಟುವ.
MRK.4.13	ಪಿಂಞ ಯೇಸು ಅಯಿಂಗಳ ನೋಟಿತ್, ಈ ಕಥೇರ ರೂಪ ನಿಂಗಕ್ ಅರ್ಥ ಆಯಿತಿಲ್ಲೆಯಾ ಅನ್ನನೆ ಆಚೇಂಗಿ ನಿಂಗಕ್ ಬೋರೆ ಕಥೇರ ರೂಪ ಎನ್ನನೆ ಅರ್ಥ ಆಪ ಎಣ್ಣಿಯಂಡ್ ಕ್‍ೕಟತ್. 
MRK.4.14	ಕುರುನ ಬಿತ್ತ್‌ವಯಿಂಗ ದೇವಡ ವಾಕ್ಯತ್‍ನ ಬಿತ್ತುವ. 
MRK.4.15	ಚೆನ್ನ ಜನ ಬಟ್ಟೇಲ್ ಬುದ್ದ ಕುರುರನೆಕೆ, ದೇವಡ ವಾಕ್ಯತ್‍ನ ಕ್‍ೕಪ ಆಚೇಂಗಿ ಸೈತಾನ ಬಂದಿತ್ ಅದ್‍ನ ಎಡ್‌ತ್‌ರ್‌ವ. 
MRK.4.16	ಚೆನ್ನ ಜನ ಕಲ್ಲ್ ನೆಲಕ್ ಬುದ್ದ ಕುರುರನೆಕೆ. ಅಯಿಂಗ ದೇವಡ ವಾಕ್ಯತ್‍ನ ಕುಶೀಲ್ ಬೆರಿಯ ಸ್ವೀಕಾರ ಮಾಡ್‌ವ, 
MRK.4.17	ಆಚೇಂಗಿ ಅದ್ ಅಯಿಂಗಡ ಒಳ್‍ಲ್ ಆಳವಾಯಿತ್ ಬೇರ್ ಇಲ್ಲತಗುಂಡ್, ಚೆನ್ನ ಕಾಲ ಮಾತ್ರ ಇಪ್ಪ. ದೇವಡ ವಾಕ್ಯತ್‍ರಗುಂಡ್ ಕಷ್ಟ, ಹಿಂಸೆ ಬಾತೇಂಗಿ ಅಯಿಂಗ ಅದ್‍ನ ಬುಟ್ಟ್‌ರ್‌ವ. 
MRK.4.18	ಚೆನ್ನ ಜನ ಎನ್ನನೆ ಇಪ್ಪ ಎಣ್ಣ್‌ಚೇಂಗಿ ಮುಳ್ಳ್‌ರ ಪೊದೆಕ್ ಕುರು ಬುದ್ದನೆಕೆ. ಅಯಿಂಗ ದೇವಡ ವಾಕ್ಯತ್‍ನ ಕ್‍ೕಪ. 
MRK.4.19	ಈ ಬದ್‍ಕ್‍ರ ದುಃಖ, ಐಶ್ವರ್ಯತ್‍ರ ಬೋದ ಪಿಂಞ ಬೋರೆ ಬೋರೆ ತರತ್‍ರ ಇಚ್ಛೆಯು ದೇವಡ ವಾಕ್ಯತ್‍ನ ಇರ್‌ಕುವಗುಂಡ್ ಫಲ ಕ್‍ಟ್ಟುಲೆ. 
MRK.4.20	ಚೆನ್ನ ಜನ ನಲ್ಲ ಮಣ್ಣ್‌ಕ್ ಬುದ್ದ ಕುರುನನೆಕೆ ಇಪ್ಪ. ಅಯಿಂಗ ಕುಶೀಲ್ ದೇವಡ ವಾಕ್ಯತ್‍ನ ಸ್ವೀಕಾರ ಮಾಡಿತ್, ಫಲ ಕೊಡ್‍ಪ. ಚೆನ್ನ ನುಪ್ಪದ್, ಚೆನ್ನ ಅರ್‌ವದ್, ಚೆನ್ನ ನೂರಾಯಿತ್ ಫಲ ಕೊಡ್‍ಪ.
MRK.4.21	ಯೇಸು ಇಂಞು ಬೋದನೆ ಮಾಡಿಯಂಡ್ ಇಂಜತ್. ದಾರೇಂಗಿ ಬೊಳ್‌ಚತ್‍ನ ಎಡ್‍ತಂಡ್ ಬಂದಿತ್ ಪಾತ್ರತ್‍ರ ಒಳ್‍ಲ್ ಬೆಪ್ಪ? ಇಲ್ಲೇಂಗಿ ಕಡಿಕೆರ ಅಡಿಲ್ ಬೆಪ್ಪ? ಅದ್‍ನ ಬೊಳ್‍ಚ ಕಂಬತ್‍ಲ್ ಬೆಪ್ಪ್‌ಲೆಯಾ. 
