GEN.1.1	Gaihcij dwg Cangqdiq cauh gwnzmbwn caeuq lajdeih okdaeuj he. 
EXO.27.21	Yaqlwnz caeuq daeglwg de youq ndaw cangqbungz, baixrog fanyiemz gek hwj coengq miz aen gvih coengq baengzgawq mwnq, daj doengxhaemh daengz doengxhaet youq dangqnaj Cangqdiq diemj aen daeng cangqbungz, hawj aen de seiqseiz rongh. Doenghgij neix gij vunz Hijswzlez seiqseiq daihdaih cungj ij soenhsouj.
EXO.28.1	“Mwngz ij daj ndaw gij vunz Hijswzlez ndaw de senj aeu daeggo mwngz Yaqlwnz caeuq doengh daeglwg de Nazdaz hah, Yaqbijhuq hah, Hijliqyaqsaj hah, caeuq Hijdahmaj hah okdaeuj, laeb gyoengqde guh goengjsae dajbwiz hwj daeuj swqhaeuh gou. 
EXO.28.2	Mwngz ij nyib diuz buh swqhaeuh gou cij ndaej daenj he hawj daeggo mwngz, hawj de daenj le, engqgya raen miz vi, cix raen baenxmbauq. 
EXO.28.3	Mwngz ij raengq doengh boux gou soengq hawj gyoengqde caixhangz, coengjmingz, fawzsoem he nyib buh hawj Yaqlwnz daenj, hawj de ndaej guh boux cenmonz bang vunz dajbwiz he daeuj swqhaeuh gou. 
EXO.28.4	Raengq gyoengqde guh baj baiz venj youq aen aek he, caemh nyib hijfuzdwz,
EXO.28.5	Doenghgij neix cungj dwg ij aeu maegim hah, maemaz lamz hah, maemaz aeuj hah, maemaz hoengz hah ma daemj hwj nyib.
EXO.28.6	“Ij aeu maegim hah, maemaz lamz hah, maemaz aeuj hah, maemaz hoengz hah ma hawj doengh boux fawzsoem he daemj hwj nyib hijfuzdwz. 
EXO.28.7	Hijfuzdwz hih song diuz banqmbaq ij caeuq hijfuzdwz hih benq dangqnaj caeuq benq baixlaeng de doxciep baenz diuz buh he. 
EXO.28.8	Diuz sai hijfuzdwz caemh ij yungh doxdoengz hih liuq ma hawj boux fawzsoem he daemj.
EXO.28.9	“Aeu song gaiq hungzmajnauj ma dik cibngeih daeglwg Hijswzlez hih coh hwnjbae, 
EXO.28.10	it gaiq dik roek boux hih coh, daj hung daengz iq, ciuq swnqsiq dik hwnjbae. 
EXO.28.11	Hawj boux fawzsoem rox dik swhcangh he dik doenghgij coh gij lwg Hijswzlez hwnj gwnz song gaiq baujsig neix bae, caemh ij dawz gaiq baujsig haemq youq gaiq gvang aeu maegim ma san gyaeugyaeu ndeindei he bae. 
EXO.28.12	Gajlaeng, couh dawz song gaiq baujsig neix gep hwnj gwnz hijfuzdwz hih song diuz banqmbaq de bae, guh geiqniemh gij vunz Hijswzlez dih geiqniemh rin. Yiengq song gwnz mbaq Yaqlwnz rap miz gij coh gyoengqde, youq dangqnaj gou, Yehhozvaz guh geiqniemh.
EXO.28.13	“Ij aeu gim ma san song gaiq ndaej haemq 
EXO.28.14	caemh ij aeu gim ma diz song diuz lienh. Diz song diuz lienh neix ij diz luj cag laenz, ij riengh youq gwnz song gaiq haemq miz baujsig mwnq.
EXO.28.15	“Ij guh gaiq baizaek ndaej guh gyezdingq he 
EXO.28.16	Gaiq baiz neix ij boeb miz song caengz hwj, caemh dwg seiq cingq seiq gok he, cungj dwg cap raez he. 
EXO.28.17	Ij youq gwnz de haemq miz seiq coij baujsig. Coij daixdaeuz gep hungzbaujsig, vangzhiq caeuq hungzhiq; 
EXO.28.18	coij daixngeih gep luzbaujsig, lamzbaujsig caeuq conqsig; 
EXO.28.19	coij daixsam gep swjmajnauj, bwzmajnauj caeuq swjsingh; 
EXO.28.20	coij daixseiq gep ceijcanghhiq, hungzmajnauj, bizhiq. Doenghgij neix cungj ij haemq youq aen gvang aeu maegim ma san he. 
EXO.28.21	Moix it gaiq baujsig hih gwnz de caemh luj dik swhcangh yienghmwnq dik it daeglwg Hijswzlez hih gij coh de hwnjbae; cibngeih gaiq baujsig daiqbiuj Hijswzlez vunz hih cibngeih aen cuz.
EXO.28.22+EXO.28.23	“Caemh guh song aen gyengx gim hwj riengh youq gaiq baizaek hih song gok gwnz de. 
EXO.28.24	it raeuj riengh youq it aen gyengx gim. 
EXO.28.25	Linghvaih song raeuj, it raeuj riengh it gaiq aeu gim ma san hwj haemq song gaiq baujsig mwnq, gajlaeng caiq riengh hwnj diuz banqmbaq hih dangqnaj bae. 
EXO.28.26	Caiq diz song aen gyengx gim riengh youq gaiq baiz linghvaih song gok youq mbiengj baixndaw de dep hijfuzdwz. 
EXO.28.27	Vanzlij caiq diz song aen gyengx gim hwj, haeuq haeuj song diuz banq dangqnaj hijfuzdwz hih raeuj laj de dep mwnq doxciep de caeuq baixgwnz diuz sai gyaeu gywtgywt de. 
EXO.28.28	Aeu cag lamz ma cug aen gyengx baiz caeuq aen gyengx hijfuzdwz gaenj hwj, hawj gaiq baiz nem youq gwnz diuz sai hijfuzdwz, nem gaenj bae.
EXO.28.29	“Yaqlwnz haeuj bae cangqbungz hih mwhde, ij raek baj baiz gwnz de dik miz cibngeih daeglwg Hijswzlez hih coh hih baj baiz mwnq, raek youq aen aek mwnq dep aen sim mwnq; yienghmwnq gou, Yehhozvaz, couh ndaejgeiq lo. 
EXO.28.30	Caemh ij dawz gaiq Uhlingz caeuq Dujmingz coengq youq ndaw baizaek hwj. Yaqlwnz daengz dangqnaj Yehhozvaz mwhde, ij raek youq aen aek, couh dwg youq dangqnaj Yehhozvaz ij siengzseiz dawz gaiq gyezdingqbaiz raek youq aen aek.
EXO.28.31	“Mwngz ij nyib diuz buhbauz lamz mbangjmbaek baixrog he 
EXO.28.32	Diuz bauz ij guh miz mwnq ndonj hoz he. Mwnq ndonj hoz de ij san miz bien hwj, mbouj hawj de yungzheih lig. 
EXO.28.33+EXO.28.34	Ij aeu mae lamz hah, mae aeuj hah, mae hoengz hah ma san luj aen maksigsoux hwj riengh haeuj diuz bauz hih gij bing de bae, 
EXO.28.35	Yaqlwnz swqhaeuh gou hih mwhde, bietdingh ij daenj diuz bauz neix; daenj le, haeuj cangqbungz bae daengz dangqnaj gou, Yehhozvaz, caeuq de ok ma mwhde, ndaej dingqri doengh aen doengxlingz neix yiengj le, de couh mbouj ngaiz rai lo.
EXO.28.36	“Mwngz ij aeu gim ma guh baj baiz he, gwnz de ij dik miz ‘Gvi haeuj Yehhozvaz.’ 
EXO.28.37	Ij aeu diuz cag lamz he ma cug baj baiz neix youq gwnz boiq duk raeuj mwnq najbyak mwnq he. 
EXO.28.38	Yaqlwnz dawz baj baiz neix cug youq najbyak couh dangq naeuz de gaenq rap hwnj gij vunz Hijswzlez bwiz gou hih mwhde guh loek he lo. De ij siengzseiz dawz baj baiz neix cug youq najbyak; yienghneix gou, Yehhozvaz, caemh haenj gij vunz Hijswzlez nyok hawj gou hih doxgaiq.
EXO.28.39	“Ij aeu saeqsaeq nuenxnuenx maemaz ma daemj guh boiqsez hwj nyib diuz bauz baixndaw, caemh aeu saeqsaeq nuenxnuenx maemaz ma daemj guh boiq duk raeuj, caemh daemj guh diuz sairwet. 
EXO.28.40	Mwngz caemh ij nyib buhbauz boiqsez caeuq sairwet caeuq boiq duk raeuj hawj doengh daeglwg Yaqlwnz, hawj gyoengqde daenj le, engqgya raen miz vi, cix baenxmbauq. 
EXO.28.41	Mwngz ij hawj daeggo mwngz caeuq doengh daeglwg de daenj doenghgij buh neix, caeuq boiq duk raeuj hah, sairwet hah, caemh raix youz rang hwnj gwnz dingjraeuj gyoengqde hawj gyoengqde gaglingh okdaeuj gvi hawj gou, laeb gyoengqde guh goengjsae dajbwiz he daeuj swqhaeuh gou.
EXO.28.42	“Aeu boiqmaz ma nyib vaqdonhboux hawj gyoengqde. 
EXO.28.43	Yaqlwnz caeuq doengh daeglwg de haeuj ndaw cangqbungz caeuq gou doxraen he bae cixnaeuz bae dep aen luz dajbwiz daeuj swqhaeuh gou hih mwhde, cungj ij daenj diuz vaqdonhboux neix youq baixndaw, ndaej cw gyeh ndang laj de, mienxndaej ngaiz daekcoih dawz gou le ngaiz rai.
EXO.28.43	“Gij neix dwg Yaqlwnz caeuq doengh daih gajlaeng de yungjyenj dih gveihdingq.
EXO.29.1	“Mwngz ij senj Yaqlwnz caeuq doengh daeglwg de okdaeuj gvi hawj gou, laeb gyoengqde guh goengjsae dajbwiz he daeuj swqhaeuh gou. Yiengq ij baenzlaw guh laeb nej? Couh dwg naeuz, mwngz ij aeu duz cwzlwg daeg he caeuq song duz menzyiengzdaeg, doengh duz de ij dwg ndei ndwtndwt mij miz saek yiengh guxmaz he, 
EXO.29.2	caemh aeu gij mbamienh ceiq ndei he ma guh sam cungj mij fat goq hih bingj; cungj he dwg gyaux youz he, cungj he dwg cat youz he, cungj he dwg mij gyaux mij cat saek yiengh he. 
EXO.29.3	Doenghgij bingj neix, mwngz ij coux haeuj ndaw lamz bae, caiq ying duz cwz caeuq song duz menzyiengzdaeg itheij daiq daeuj bwiz gou.
EXO.29.4	“Mwngz caemh ij daiq Yaqlwnz caeuq doengh daeglwg de daeuj bakdou cangqbungz caeuq gou doxraen he daeuj bang gyoengqde swiq ndang. 
EXO.29.5	Swiq cengh le, couh hawj Yaqlwnz sien daenj diuz bauz baixndaw caeuq diuz bauz baixrog, gajlaeng caiq daenj hijfuzdwz caeuq raek baj baiz dangqnaj aek, caiq cug diuz sai hijfuzdwz daemj gyaeugyaeu ndeindei mwnq. 
EXO.29.6	Gajlaeng caiq dawz mbaw boiq duk raeuj mwnq duk raeuj hawj de le, cij cug baj baiz aeu gim ma guh mwnq cug youq najbyak hawj de. 
EXO.29.7	Daenj doenghgij neix ndaej le, caiq aeu youz rang ma raix hwnj gwnz dingjraeuj de bae, 
EXO.29.8	Mwngz caemh ij hawj doengh daeglwg Yaqlwnz daenj buhbauz boiqsez, 
EXO.29.9	gyaeb sairwet, duk raeuj. Yiengq, Yaqlwnz caeuq doengh daeglwg de couh ciuq yungjyenj mbouj bienq dih gveihdingq guh goengjsae dajbwiz he daeuj swqhaeuh gou.
EXO.29.10	“Mwngz ij ying duz cwzlwg daeg ndei ndwtndwt mwnq bae daengz dangqnaj cangqbungz caeuq gou doxraen he mwnq, hawj Yaqlwnz caeuq doengh daeglwg de aeu fawz oemj hwnj gwnz raeuj duz de bae. 
EXO.29.11	Yiengq mwngz couh youq bakdou cangqbungz caeuq gou doxraen he, dangqnaj gou, Yehhozvaz, gaj duz cwz neix. 
EXO.29.12	Gaj le, mwngz couh aeu lwgfawz mwngz demj di lwed he hwj hoz haeuj seiq gok dod aen luz dajbwiz bae. Lij lw hih lwed cungj raix haeuj laj aen luz dajbwiz bae liux bae. 
EXO.29.13	Caiq dawz gij lauzvangx saej de caeuq aen daep de hih mwnq ceiq ndei de, song aen mak de caeuq gij lauzvangx gwnz de, cungj coengq haeuj ndaw luz dajbwiz bae coemh hwj dajbwiz. 
EXO.29.14	Lij gij naeng de hah, gij noh de hah, caeuq gij yaxsij de hah cungj ij dawz ok rog bae coemh hwj bwiz cueg coih.
EXO.29.15	“Mwngz caemhcaiq ying duz menzyiengzdaeg he daeuj, hawj Yaqlwnz caeuq doengh daeglwg de oemj fawz hwnj gwnz raeuj duz de bae. 
EXO.29.16	Yiengq, mwngz couh gaj duz yiengz neix. Aeu gij lwed de saj haeuj seiqhenz aen luz dajbwiz bae le, 
EXO.29.17	mwngz couh heh duz yiengz neix baenx gaiq baenx gaiq bae. Caemhcaiq swiq gij daepdungx yaxsij de caeuq gij ha de cengh bae le, couh dawz doenghgij neix caeuq ndaek raeuj de 
EXO.29.18	coengq haeuj ndaw luz dajbwiz bae, coemh hwj bwiz gou, Yehhozvaz; gij heiq rang de hawj gou roxnginh haenjheiq.
EXO.29.19	“Mwngz caiq ij ying daixlingh duz menzyiengzdaeg daeuj laem. Yaqlwnz caeuq doengh daeglwg de caemh ij oemj fawz hwnj gwnz raeuj duz de bae. 
EXO.29.20	Mwngz caemh ij gaj duz yiengz neix. Gaj le, couh aeu di lwed he hoz haeuj Yaqlwnz caeuq doengh daeglwg de dih naenhrwz baixgvaz de bae, caiq hoz haeuj lwgfawzmeh baixgvaz caeuq lwgdinmeh baixgvaz gyoengqde bae. Lij lw hih lwed, saj haeuj seiqhenz luz dajbwiz bae. 
EXO.29.21	Caemhcaiq aeu di youz rang he daeuj, caiq daj gwnz aen luz dajbwiz aeu di lwed he ma saj hwnj gwnz ndang Yaqlwnz caeuq doengh daeglwg de daiqlienz doenghheij buh gyoengqde bae. Yiengq doengh diuz buh gwnz ndang gyoengqde couh caeuq gyoengqde doxdoengz, gaglingh okdaeuj gvi hawj gou.
EXO.29.22	“Mwngz caemh ij aeu gij lauz duz yiengz neix caeuq diuz rieng de, gij lauzvangx saej de, caeuq aen daep de hih mwnq ceiq ndei he hah, song aen mak de caeuq gij lauzvangx gwnz de hah, caeuq bangqha gvaz de hah (aenvih duz yiengz neix dwg aeu ma bwiz hwj laeb goengjsae dajbwiz he), 
EXO.29.23	caiq daj ndaw lamz soengq hawj gou hih aeu aen bingj mij fat goq he, aen bingj gyaux youz mij fat goq he caeuq aen bingj 
EXO.29.24	aeu doenghgij neix hawj Yaqlwnz caeuq doengh daeglwg de aeu ma youq dangqnaj gou, Yehhozvaz, vad hwj dajbwiz. 
EXO.29.25	Gajlaeng, mwngz couh dajlaeng gyoengqde ciep aeu doenghgij neix ma coengq haeuj aen luz dajbwiz bae coemh, coemh hwj bwiz gou. Gij heiq rang coemh hwj dajbwiz neix hawj gou roxnginh haenjheiq.
EXO.29.26	“Mwngz ij aeu gij noh'aek duz yiengz mwh laeb Yaqlwnz guh boux swqhaeuh gou, soengq hawj gou hih, aeu ma guh vad hwj bwiz gou. Gajlaeng gij noh dajbwiz neix couh dwg gij mwngz lo.
EXO.29.27	“Couh dwg naeuz laeb guh boux swqhaeuh gou dajbwiz dih gij noh'aek caeuq gij nohha yiengz, vad hwj dajbwiz goq he, doenghgij neix couh bienqbaenz dwg dwzbez he lo, couh ij gvi hawj Yaqlwnz caeuq doengh daeglwg de. 
EXO.29.28	Famzsoj baezneix gij vunz Hijswzlez vih doxhuz hwj bwiz gou, Yehhozvaz, hih gij noh'aek caeuq gij nohha de, cungj dwg gvi hawj Yaqlwnz caeuq gij lwglan de.
EXO.29.29	“Yaqlwnz rai le, sojmiz gaxgonq de daenj hwj guh goengjsae dajbwiz hih cungj ij cenz hawj gij lwglan de, daihdaih cenz roengzbae, daengz mwh laeb gyoengqde guh goengjsae dajbwiz he daenj. 
EXO.29.30	Gij lwglan Yaqlwnz mboujguenj bouxlawz ciep guh boux goengjsae dajbwiz swqhaeuh gou he, cungj ij bae aen cangqbungz caeuq gou doxraen he bijlienz daenj doenghgij neix caet ngoenz.
EXO.29.31	“Mwngz ij dawz mwh laeb guh boux swqhaeuh gou bwiz gou hih gij nohyiengz mwnq bae mwnq dieg dwzbez gou cawj. 
EXO.29.32	Yiengq, Yaqlwnz caeuq doengh daeglwg de ij youq bakdou cangqbungz caeuq gou doxraen he gw gij noh duz yiengz neix caeuq gij bingj ndaw lamz. 
EXO.29.33	Caenhgag gyoengqde cij ndaej gw doenghgij neix; aenvih mwh laeb gyoengqde guh boux swqhaeuh gou hih mwhde, gaenq yungh gij noh neix caeuq gij bingj neix ma cueg gij coih bonjfaenh gyoengqde lo, sojhij mbouj dwg goengjsae dajbwiz hih, cungj mbouj ndaej gw. 
EXO.29.34	Hauhnaeuz ngoenz mwnq gij noh dajbwiz caeuq gij bingj dajbwiz gw mbouj liux nex, ij dawz ma coemh bae; mbouj ndaej diuh daengz ngoenz daixngeih gw laem lo, aenvih doenghgij neix gaenq gvi hawj gou lo.
EXO.29.35	“Mwngz ij ciuq gou raengq mwngz hih yienghmwnq bae bang Yaqlwnz caeuq doengh daeglwg de guh doenghgij saeh neix, couh dwg laeb gyoengqde guh goengjsae dajbwiz dih hong, ij bijlienz guh caet ngoenz. 
EXO.29.36	Mwngz ngoenznaengz cungj ij aeu duz cwzdaeg he daeuj bwiz cueg coih caeuq hawj aen luz dajbwiz bienqbaenz hab'eiq habhoz gou he, caemh hoz youz rang haeuj aen luz dajbwiz bae, hawj aen de gvi hawj gou. 
EXO.29.37	Mwngz ij bijlienz yienghneix guh caet ngoenz, hawj aen luz dajbwiz bienqbaenz dwzbez hwj gaglingh gek okdaeuj he. Mboujguenj vunz haj cixnaeuz guxmaz, bungq dawz ngad dawz aen de hih, cungj ij gvi hawj gou.
EXO.29.38	“Mwngz ngoenznaengz cungj ij dawz song duz bi he dih yiengzlwg daeg ma dajbwiz, 
EXO.29.39	doengxhaet duz he, yiengqhaemh duz he. 
EXO.29.40	Doengxhaet bwiz hih duz yiengz mwnq, caemh ij aeu song gaen
EXO.29.41	Daengz yiengqhaemh bwiz hih duz daixngeih caemh ij luj doengxhaet yienghmwnq doxdoengz guh hwj bwiz; cungj dajbwiz hawj gou neix, gij rang de hawj gou roxnginh simsoeng, haenjheiq.
EXO.29.42	“Gij neix dwg faenhsou seiqseiq daihdaih cungj ij ciuq yienghneix youq bakdou cangqbungz caeuq Cangqdiq doxraen he coemh hwj dajbwiz gou; mwnq caemh dwg gou caeuq faenhsou Hijswzlez vunz doxraen raengq mwngz he. 
EXO.29.43	Gou youq mwnq caeuq gij vunz gou doxraen, gij rongh gou rongh hwj mwnq dieg mwnq youq ndaw lwgra gou bienqbaenz mwnq dwzbez he.
EXO.29.44	“Gou ij hawj aen cangqbungz caeuq gou doxraen he caeuq aen luz dajbwiz gvi hawj gou. Yaqlwnz caeuq doengh daeglwg de caemh ij gvi hawj gou guh goengjsae dajbwiz he daeuj swqhaeuh gou. 
EXO.29.45	Gou ij youq ndaw Hijswzlez vunz youq, guh gyoengqde dih Cangqdiq. 
EXO.29.46	Gou ij hawj gyoengqde rox gou dwg Yehhozvaz, gyoengqde dih Cangqdiq. Gou daj Ngaihgiz daiq gyoengqde okma, couh dwg ij caeuq gyoengqde youq. Gou dwg Yehhozvaz, gyoengqde dih Cangqdiq.
EXO.30.1	“Mwngz ij aeu faex gimhhozvuenh ma doq aen cenmonz siu yieng he. 
EXO.30.2	Aen neix dwg seiq cingq seiq gok he, gij raez caeuq gij gvangq de cungj dwg doxdoengz seiqcib haj gunghfaenh, gij sang de goujcib gunghfaenh sang.
EXO.30.3	Mienh gwnz de hah, seiq gok dod de hah, caeuq seiq bangx de hah cungj ij baux gim hwnjbae; seiqhenz de caemh ij gep miz bien gim hwj. 
EXO.30.4	Vanzlij guh song aen gyengx gim hwj an youq song bangx henz bien gim hih laj de, hawj diuz ram de ndaej con goq bae ram hwj. 
EXO.30.5	Diuz ram neix ij aeu faex gimhhozvuenh ma guh, caemh ij baux gim hwnjbae. 
EXO.30.6	Aen siu yieng ij coengq youq baixrog fanyiemz dangqnaj aen gvih coengq miz baengzgawq mwnq, couh dwg mwnq gou caeuq mwngz doxraen he.
EXO.30.7	“Haetnaengz daihcaeux, Yaqlwnz daeuj soujsib gij daeng hih mwhde, ij siu gij yieng rang fwtfwt he. 
EXO.30.8	Yiengqhaemh daeuj diemj daeng hih mwhde, caemh ij doxdoengz siu gij yieng rang he. Baezneix faenhsou daihdaih cungj ij siu gij yieng neix; mbouj ndaej dingz. 
EXO.30.9	Mbouj ndaej youq aen siu yieng neix siu daixlingh cungj yieng, caemh mbouj ndaej youq gwnz de coemh noh hwj dajbwiz cixnaeuz baij haeux, baij laeuj dajbwiz. 
EXO.30.10	Yaqlwnz moix it bi ij miz mbat he aeu gij lwed duz bwiz cueg coih mwnq ma hoz haeuj aen siu yieng hih gok dod de bae, hawj aen de yungjyenj ndaej guh aen siu yieng hwj bwiz gou he. Daihdaih cungj ij yienghneix guh; mbouj ndaej dingz. Aen siu yieng neix dwg dwzbez he, caemh dwg bwiz gou, Yehhozvaz cij ndaej yungh he.”
EXO.30.11	Yehhozvaz caiq doiq Mohsih naeuz: 
EXO.30.12	“Mwngz gyoebsuenq gij vunz Hijswzlez mwhde, bouxboux
EXO.30.13	Daengh miz coh hih cungj dwg ij ciuq aen caengh cangqbungz yungh he ma gyau, it boux ij gyau roek gwz
EXO.30.14	“Ngeihcib bi doxhwnj dih vunzsai, daengh miz coh hih, cungj ij soengq gij caenxcingz neix hawj gou. 
EXO.30.15	Gyau cueg mingh hih ngaenz, mbouj faen boux fouq caeuq boux gungz. Boux fouq mbouj lai gyau, boux gungz caemh mbouj noix gyau. 
EXO.30.16	Laeng gij vunz Hijswzlez aeu gij ngaenz neix ma dwg ij hawj cangqbungz caeuq gou doxraen he yungh he. Gij neix dwg gyoengqde vih cueg gij mingh bonjfaenh gyoengqde hwj gien he. Gajlaeng gyoengqde couh ndaejgeiq gyoengqde gien hih ngaenz, couh ngeix daengz gyoengqde youq ndaw lwgra gou, Yehhozvaz, gaenq ndaej cueg mingh lo.”
EXO.30.17	Yehhozvaz vanzlij caiq doiq Mohsih naeuz: 
EXO.30.18	“Mwngz ij aeu doengz ma guh aen buenz dajswiq caeuq aen gyaq coengq buenz he. Dawz aen buenz neix coux raemx rim hwj, coengq youq cangqbungz caeuq gou doxraen he caeuq aen luz dajbwiz hih cungqgyan he hwj. 
EXO.30.19+EXO.30.20	Yaqlwnz caeuq doengh daeglwg de haeuj ndaw cangqbungz caeuq gou doxraen he bae 
EXO.30.21	Gyoengqde ij swiq fawz swiq ha cij ndaej mbouj ngaiz rai. Gij neix dwg de caeuq gij lwglan de yungjyenj ij soenhsouj dih gveihdingq.”
EXO.30.22	Yehhozvaz vanzlij caiq doiq Mohsih naeuz: 
EXO.30.23	“Mwngz ij aeu gij yanghliuq ceiq ndei he, couh dwg raemx mozyoz cibngeih gaen, gveiqbiz rang roek gaen, canghbuj rang roek gaen, 
EXO.30.24	caeuq cibngeih gaen gveiqbiz,
EXO.30.25	Ij ciuq guh yanghceij yienghmwnq ma guh gij youz rang caenhgag gou cij ndaej yungh he. 
EXO.30.26	Yungh gij youz rang neix ma hoz haeuj aen cangqbungz caeuq gou doxraen he hah, aen gvih coengq miz baengzgawq hah, 
EXO.30.27	daiz baij bingj dajbwiz hah, gwnz daiz soj yungh hih doxgaiq hah, caeuq aen daeng daiqlienz aen de soj yungh hih doxgaiq hah, aen siu yieng hah, 
EXO.30.28	aen luz coemh doenghduz hwj dajbwiz hah caeuq gwnz luz soj yungh hih doxgaiq hah, buenz dajswiq caeuq gyaq buenz hah. 
EXO.30.29	Yiengq hoz goq hih doenghgij neix, couh bienqbaenz dwzbez he, caenhgag ndaej gou yungh he lo. Mboujguenj vunz hah cixnaeuz guxmaz, ngad dawz bungq dawz hih cungj ij gvi hawj gou.
EXO.30.30	“Mwngz caemh ij raix youz rang hwnj gwnz raeuj Yaqlwnz caeuq doengh daeglwg de bae, laeb gyoengqde guh goengjsae dajbwiz daeuj swqhaeuh gou.
EXO.30.31	“Mwngz caemh ij naeuz gij vunz Hijswzlez ni, naeuz: ‘Gij youz rang neix dwg faenhsou seiqseiq daihdaih cenmonz vih Yehhozvaz hwj yungh he dih youz. 
EXO.30.32	Mbouj ndaej aeu gij youz neix ma raix hwnj gwnz ndang boux mbouj dwg goengjsae dajbwiz he bae, caemh mbouj ndaej yungh cungj fap neix ma boiq cungj youz neix hwj luenh yungh. Gij youz neix dwg Yehhozvaz cij ndaej yungh; dwg dwzbez hih youz. 
EXO.30.33	Hauhnaeuz miz vunz boiq youz caeuq cungj youz neix doxdoengz, cixnaeuz aeu gij youz de ma raix hwnj gwnz ndang boux mbouj dwg goengjsae dajbwiz he bae nex, couh daj ndaw Hijswzlez vunz cawz gij coh de bae, mbouj hawj de miz faenh.’”
EXO.30.34	Yehhozvaz caiq doiq Mohsih naeuz: “Mwngz ij aeu gij rang fwtfwt dih yanghliuq, couh dwg nazdahfuz hah, cwhhijlez hah, hijliqbijnaz hah, doenghgij rang fwtfwt neix hih yanghliuq caeuq cwnz hih yeijyangh, mwngz cungj ij aeu doxdoengz 
EXO.30.35	ma gyaux hwj, caiq gya gyu haem, ciuq guh yanghceij yienghmwnq boiqfap ma guh gij yieng cenmonz hawj gou yungh he. 
EXO.30.36	Caemh aeu mbangj ma daem mienz hwj dawz daeuj cangqbungz, coengq youq dangqnaj aen gvih coengq miz baengzgawq mwnq, couh dwg mwnq gou caeuq mwngz doxraen he.
EXO.30.36	“Gij yieng neix dwg dwzbez he; faenhsou mbouj ndaej luenh yungh. 
EXO.30.37	Sojhij faenhsou mbouj ndaej yungh cungj fap neix ma boiq guh gij yieng bonjfaenh, aenvih gij yieng neix dwg gvi hawj gou he, caenhgag gou cij ndaej yungh he. 
EXO.30.38	Hauhnaeuz miz vunz guh doengz cungj yieng neix ma gag yungh hih, couh daj ndaw Hijswzlez vunz cawz gij coh de bae, mbouj hawj de miz faenh.”
EXO.31.1	Yehhozvaz youhcaiq doiq Mohsih naeuz: 
EXO.31.2	“Mohsih, gou naeuz mwngz ni, gou gaenq daj ndaw cuz Youzdaq genj aeu Bijsajlez okdaeuj lo; Bijsajlez couh dwg daeglan Huqwj, laeq lwg Uhliq. 
EXO.31.3	Gou gaenq hawj gij Hoenzsaenz gou hawj de lo, hawj de ndaej miz coengjmingz, caixhangz, fawzsoem ndaej guh gak cungj dinfawz he, 
EXO.31.4	lujbaenz veh doz hah, aeu gim, aeu ngaenz, aeu doengz hah ma diz gak cungj doxgaiq hah, 
EXO.31.5	caemh rox dik rox baux baujsig hah, rox dik faex hah, caiq rox guh doenghgij saeqmaed dih doxgaiq hah.
EXO.31.6	“Gou caiq daj aen cuz Danq genj aeu Yaqhozliqyaqbwz, couh dwg daeglwg Yaqhihsajmaz, genj okdaeuj bang de. Gou caemh nyok fawzsoem hawj doenghheij vunz caixhangz he, hawj gyoengqde ndaej guh doenghgij gou raengq mwngz he, 
EXO.31.7	couh dwg aen cangqbungz caeuq gou doxraen he hah, aen gvih coengq miz baengzgawq hah caeuq aen fa de, couh dwg fagoemqcoih hah, ndaw aen cangqbungz caeuq gou doxraen he soj yungh dih doxgaiq hah, 
EXO.31.8	daiz baij bingj dajbwiz caeuq gwnz daiz soj yungh hih doxgaiq, daeng gim caeuq daeng gim soj yungh hih doxgaiq, aen siu yieng hah, 
EXO.31.9	aen luz coemh hwj dajbwiz hah caeuq gwnz luz soj yungh hih doxgaiq hah, aen buenz dajswiq hah caeuq gyaq buenz hah, 
EXO.31.10	Yaqlwnz caeuq doengh daeglwg de guh goengjsae dajbwiz daenj hih doenghgij buh gyaeugyaeu ndeindei he hah, 
EXO.31.11	gij youz rang hah, caeuq ndaw cangqbungz soj yungh hih yieng hah, doenghgij neix gyoengqde cungj ij ciuq gou raengq mwngz hih yienghmwnq bae guh.”
EXO.31.12	Yehhozvaz youhcaiq doiq Mohsih naeuz: 
EXO.31.13	“Mwngz ij naeuz gij vunz Hijswzlez ni, naeuz: ‘Faenhsou bietdingh ij soenhsouj ngoenzyietbaeg gou, aenvih ngoenz neix dwg gou dingh hawj faenhsou seiqseiq daihdaih guh geiqniemh he, dwg hawj faenhsou rox dwg gou, Yehhozvaz, senj aeu faenhsou he. 
EXO.31.14	Faenhsou bietdingh ij soenhsouj ngoenzyietbaeg. Bouxlawz mbouj dawz haeuj rwz ngoenzyietbaeg, yawj mbouj hwnj ngoenzyietbaeg nex, couh gaj bouxlawz. Bouxlawz youq ngoenzyietbaeg vanzlij guh hong hih, couh mbouj suenq dwg gij vunz gou lo. 
EXO.31.15	Faenhsou miz roek ngoenz ndaej guh hong, hoeng, daixcaet ngoenz dwg ngoenzyietbaeg, dwg ngoenz dwzbez gvi hawj gou he; mbouj ndaej guh hong. Bouxlawz youq ngoenzyietbaeg guh hong hih, couh gaj bouxlawz. 
EXO.31.16	Sojhij, gij vunz Hijswzlez seiqseiq daihdaih cungj ij soenhsouj gou dingh hawj gyoengqde dih ngoenzyietbaeg. 
