MAT.1.1	Devit ninado Abraham nah sapfii mpou Jisu Kristamah adoidoi tiisii lungkahum Pfiitat mah larek.
MRK.14.8	Mpoupeinii tiikabuita tei tiitakle; poigoi tang karam jangpii mpoupeinii gu gamkii reipii thao manukpyii takle. 
MRK.14.9	Sateichii Inii gonyii dakii kasangpii tam leile, sazyii pouryii bamlyii hangki kabi rasam tamsii tat tang karam hangki sapwi mpei ainii tiikabam teido mpoupeigo maningloi tang karam jangpii tam mpat tangle.”
MRK.14.10	Sateichii keariisiinakhii kak kito mei hangninii Judas Iskariot katupii ainii Tingdimei dakii mpougo pyiitoi tang karam jangpii tat tutakle. 
MRK.14.11	Sateichii teitei ahnyiinii shii wosek-kii, ntasii seh sanah pyiitangle katu tam mpat takle, sateichii mpounii kada takumpii Jisugo schoi-choipyii tangpo katu tinglang tei fiitu takle.
MRK.14.12	Sateichii ahee kaihai kasu tiirok hang-ngi leimik karei piinei, ahnyiinii kaakamaju malot mah Jaonah kagi piinei, mpouboumeinii mpou dakii tamle, “Kaakamaju mah malot ai chiitang karam jangpii nyiinii kadaki maasii gojangpii tiikada katu mareipo?”
MRK.14.13	Teito Jisunii mpou boumei hangna go aitiisii tamsii lang matu takle; “Namdi kitei tat liitlo, teito mei hangninii dwikhii pungsii goneigo kadou tangle; mpou tai tei swiwolo, 
MRK.14.14	sateichii mpounii tat kaliitki apumpii dateikii tamlo, ‘Madhii- kapyiipiinii tamle, Inii guboumeigo kaswisii kaakamaju mah malot tei chiitang karam ki shang tei kadaki leipo?’ 
MRK.14.15	Sateichii mpounii mahlyii hang sangsii tiida kabam alangh kasagoi ki shang kadi hangninii goneigo mangou tangle; teiki teikii goneinii nyiijangpii tiikadalo.”
MRK.14.16	Teito mpouboumeinii tat tutakle, sateichii namdi kitei tatliit sek-kii, Abangpiinii ahnyii dakii tam kabam takumpii ngoutakle, sateichii ahnyiinii kaakamaju mah malot tei tiikada wotakle.
MRK.14.17	Sateichii tingkhiilam Jisunii keariisiinakhii gotei kaswisii gongle. 
MRK.14.18	Sateichii ahnyiinii mah chiilei- bangpii, Jisunii tamle, “Kasangpii Inii gonyii dakii tam leile, gonyii kak kito n-gu mah chii njoi kalei mei hangninanii n-gu schoi-choichii tangle.”
MRK.14.19	Teito ahnyii tei lung kamagetu takle, sateichii mpou dakii mei nsangnsangpii tamtu takle, “I-de?”
MRK.14.20	Mpounii ahnyii dakii tamle, “Kok hangninii lung kikii n-gu kaswisii bah karengkai katupii keariisiinakhii kak kito mei hang- niniile. 
MRK.14.21	Kadapokii meinah sapfii mpou teinii mpou jangpii ryii kabam takumpii tai tangle, nlenii meinah sapfii mpougo schoi-choi kachiipii teinii kadaziikapii kamage tangpo! Mei teipou jangpii manaa m-mang kasunapou mpou jangpii bibwi tangle!”
MRK.14.22	Ahnyiinii mah chii kalei tinglang kak, Jisunii tiirok pangkii poisii riitasii hakalang tamle, tiirak takle, sateichii mpouboumei dakii pyiisii tamle, “Poilo, ai ai gu-tchiile.”
MRK.14.23	Sateichii mpounii peek hang- ninii poitakle, Saraago hakalang tamle, sateichii ahnyii daki pyiitakle sateichii ahnyiihang tei sak wotakle; 
MRK.14.24	Jisunii tamle, “Ai ai sat tang karam karanu samtam mah, meimoi jangpii majou mang kapyii gu zai teile. 
MRK.14.25	Inii gonyii dakii tam leile, Saraa sagong mah sazyii kito kasatai sak tang karam leimik tei gong kasuta Inii darkha riiti gamto sakloi lakle.”
MRK.14.26	Teito ahnyiinii lhii kangkii tiisii Olip zang gam tat tutakle.
MRK.14.27	Jisunii ahnyiida tamle, “Gonyii- hang n-gu toisii pakga tangle, dapokii kabi rasam kikii ryiibam takle, ‘Saraanii jaokakoipii gotei gi aitangle, sateichii Jaonah hangtei marou maruk tutangle.’ 
MRK.14.28	Nlenii Inii ringkhii kalutai, gonyiidoi reisii Galiliki maa tangle.”
MRK.14.29	Teito Pitarnii mpouda tamle, “Mei kakimei hangnii n-go toi aikido, Inii n-go toisang toilakle.”
MRK.14.30	Teito Jisunii mpouda tamle, “Kasangpii Inii godakii tam leile, tingnei tinghum Ruigangnii kungnakii kasunakii, nangnii n-gu mazhiilak tumkii tangle.”
MRK.14.31	Nlenii Pitarnii kisii kisii tamle, “Inii n-go kaswisii katai katang gong kido Inii n-go mazhii kasu tei tiisang tiilakle, sateichii ahnyii hangniido tei takumpii tam takle.”
MRK.14.32	Sateichii ahnyiinii Getsama- nisii kalat bam kitei gongle sateichii Mpounii mpouboumei dakii tamle, “Inii riita kalei kak, gonyii aikito bamlo.” 
MRK.14.33	Sateichii mpounii Pitar, Jems ninado Jon go pang wotakle sateichii hangkapii kamage katu ninado lungnyii lunghao tutakle. 
MRK.14.34	Teito mpounii ahnyii dakii tamle, “Gu rangii hangkapii kamage takle, taine takle. Gonyii aikito bamlo sateichii sakai wolo.”
MRK.14.35	Sateichii mpounii doilam chengniikii tat patsii mpounii sazyii koumangsii, mazhiileponii tinglang tei mpou dato tat maju matutang karam jangpii riitale. 
MRK.14.36	Sateichii mpounii tamle, “Pfii-o, gojangpiinii matum madum tiiwo kalak gale; peek ai gudato poitoi pyiilo; nlenii Inii kamaning kamarei tei sulo, nlenii nangnii kamaning kamarei teilo sii mpounii riitale.”
MRK.14.37	Teito mpounii nlaigongle, ninado mpouboumei hangtum tei zyiisii kalei tei ngoutakle, teito mpounii Pitar dakii tamle, “Simon, nang zyiitu takpo? Gonyii n-gu kaswisii pungkado mik raksii bampei lak takde? 
MRK.14.38	Sakailo ninado riitalo, gonyiinii kahemki liit kasu tiisii; rangiinanii tiinyiile, nlenii pumnii suile.”
MRK.14.39	Sateichii nlailoisii mpounii tat patsii, nusam hangtei tamloisii rii- tale. 
MRK.14.40	Sateichii mpounii nlaigongloi katu tinglang kak ahnyiinii zyiisii kalei tei mpounii ngoutakle; dapokii ahnyii mah miktei hangkapii masui takle, sateichii ahnyiinii mpougo kadapei khekalat tangpo katu tisu takle.
MRK.14.41	Sateichii mpounii hangtum kashang tiisii gongle ninado ahnyii dakii tamle, “Gonyii aitoi katang zyiisii ntak leipo? Buitakle, tinglang tei gongtakle, julo, meinah sapfii mpou gotei toinii kem katiimei bah kikii pyiitoi aitakle; 
MRK.14.42	gungkhii wolo, nje, nyiihang tat tule, julo, n-gu schoi-choi kakaipii tei aiki leitakle.”
MRK.14.43	Sateichii Jisunii sam tamlei- bangpii teisek-kii keariisiinakhii kak kito Judas tei gongle, sateichii tingdimei, ajaitingshang kati ojamei ninado katingmei dato kagong saryiikhang ninado tingrang baitui kapungmei meimoigo kaswisii gong- takle. 
MRK.14.44	Schoi-choi kachiipii teinii meimoigo tiikamangou hangninii pyiibam takle, “Mei Inii kama- twumpii tei gonyiinii kamareipii teile, mpougo jum wolo ninado mpougo tiigatpii gonyiinii saryii kakoimei kangto pang tat tulo.”
MRK.14.45	Judas teinii gong sek-kii, mpounii Jiusda tatpi, “Madhiika- pyiipii!” sii tamsii mpougo matwum takle. 
MRK.14.46	Teito ahnyiinii bah liitsii Jisugo jum wotakle. 
MRK.14.47	Nlenii teikito sat kaleimei kak kito mei hang- ninanii mpou khanghe kito saryii khangtei chyii mpatsii Tingditupii ki kaleipii khoi tei tat ndang aitakle. 
MRK.14.48	Teito Jisunii ahnyiigo tamle, “Ka- ragameigo jumtang karam takum- piinii saryiikhang ninado tingrang poisii n-gu jumlesii gonyii gongleipo? 
MRK.14.49	Tingnei tingneikii Inii gonyiigo Kaswisii Saraa kamaning kilungto ralipyiisii leile, ninado gonyiinii n-gu jum makle. Nlenii ai ai kabi rasam tei gong matwi matu tang karam jangpiile.”
MRK.14.50	Teito ahnyii hangnii Jisugo rat toisii pakga takle.
MRK.14.51	Rahangmeinah hangninii, kou- nah peimani kaisii Jisutai swileile, ahnyiihangnii mpougo jumlesii tiile. 
MRK.14.52	Nlenii mpounii mpou peimani tei rat toisii pum makungpii pakga takle.
MRK.14.53	Sateichii ahnyiinii Jisugo ting- ditupii ki nitei pang gongle, sateichii tingdimei, katingmei ninado ajai- tingshang kati ojamei hangnii mpougo kaswisii gong ndwi takle. 
MRK.14.54	Pitar tei akak dhiihaisii mpou- taito swisii tingditupii ki kajang tei tat liitle, teito mpounii saryii kakoi- meigo kaswisii mi lumsii bamle. 
MRK.14.55	Toinii tingdimei ninado sam katii kating meihang teinii mpougo gitang karam jangpiinii Jisu mah kama tei fiitu takle. Nlenii ahnyiinii kama hangninii kado dousu takle. 
MRK.14.56	Dapokii mei daziikanii Jisu phyiiryiikii kasang kasu sakchyii tei pyiile, sateichii ahnyii mah sakchyii tei njoisang njoisu takle.
MRK.14.57	Sateichii mei kangkanii tusatsii kasang kasu sakchyii tei mpou phyiiryiikii poikai pyiisii tamle, 
MRK.14.58	Mpounii aitiisii katam nyiinii shiile, “Meinii tiikabam Saraa ki ai Inii tiimaga tangle sateichii jangtum- nii tai meinii tiikasu kaki hangninii Inii tiimakhii tangle.” 
MRK.14.59	Sateichii aitiisii tam kido ahnyii mah sakchyii tei njoisang njoisu takle.
MRK.14.60	Tingditupii teinii gungkhii ahnyiihang doi satsii Jisugo ka- chyiinhiile, “Nang mah kado khe- lalak takpo? Go phyiiryiikii ahnyiinii pyii kalei sakchyii tei kadapeipo?”
MRK.14.61	Nlenii Jisunii malhiisupii bamsii mah kado khepyii sutakle. Nlailoisii Tingditupii teinii mpougo kachyiinhiile, “Tam makang tang karam nah sapfii mpou Krista tei nangpo?”
MRK.14.62	Jisunii tamle, “I-teile,” “Satei- chii meinah sapfii mpou teinii teimaham kaleipii ajiilamto kabam ninado sating gam kamong go kaswisii kahum gonyiinii ngou tangle!”
MRK.14.63	Teito tingditupii teinii mpoupei tei hetriitsii tamle, “Aidoito kisii nyiinii fiitang karam sakchyii kada kaang leipo? 
MRK.14.64	Mpounii Saraago tam kamashyii gonyiinii shiitakle, gonyiinii kadapei maningpo?” Teito ahnyiihangpii Jisu go tei mazhiisu takle, mpou ai taijyii lesii tam takle.
MRK.14.65	Teito mei kangkanii Jisu gam- kii poktai maswijoitu takle sateichii ahnyiinii mpougo mik pei aitakle ninado baijumsii ahnyiinii tamle, “Tiwolo, tanii n-go lakpo?” Sateichii saryii koikalei mei hangteinii mpougo kaphyiisii pangtakle.
MRK.14.66	Sateichii Pitarnii kajang kamwi kangto bamsii kalei kak, Tingditupii ki kalei sapwimei ralhiimeinah hangninii gongle; 
MRK.14.67	sateichii Pitarnii mi lumsii kalei tei ngou wosanii mpoupeinii mpougo jusii tamle, “Nangdo Nazaret ki Jisugo kaswi kalei meile.”
MRK.14.68	Nlenii mpounii tei tei mazhii supii tamle, “Nangnii kadapei tam- leipo katu Inii timakle, kadapeipo katu tido timakle” sii mpounii tamsii kagotki tatpat takle, teisek-kii ruigang kongtakle.
MRK.14.69	Teito ralhiipei teinii mpougo ngou wosii dato kalei mei dakii nlailoisii tamtu takle, “Mei aipou ai ahnyii kakto mei hangniniile.” 
MRK.14.70	Nlenii Pitarnii mazhiisuloi takle, sateichii shangniikii sousek-kii kuto sat kaleimeinii nlailoisii Pitar dakii tamle, “Kasangpiinii nang ahnyii kaktole, kadapokii nang Galili kito kaleimeile.”
MRK.14.71	“Teito gonyiinii karashii kalei meipfii aigo Inii timakle, sii tamsii mpounii mpouroinapii sheengsii rashii rasat tamtu takle.” 
MRK.14.72	Sateichii tinglang teisek-kii ruigang teinii hangna kashang tiisii kong takle, sateichii “Ruigangnii kongnakii kasunakii nangnii n-gu mazhiisu tumkii tangle,” sii Jisunii mpoudakii tam kapyii sam tei Pitarnii maning gong takle ninado mpounii tei tei maning gong sek-kii hat tutakle.
MRK.15.1	Tingchoi nukii Atingmei hangnii, katingmei hang go, Ajai tingshang kati ojamei hang go ninado sam katiimei hang go kaswisii sam rashiisii, Jisugo ring pei aitakle sateichii pangpatsii Pailat dakii pyii aitakle. 
MRK.15.2	Teito Pailatnii mpougo kachyiinhiile, “Nang Jehu- dimei mah Sagongpo?”
MRK.15.2	Teito Jisunii mpou dakii Khekalatle, “Nangnii katam teile.”
MRK.15.3	Atingmei hang teinii Jisu gamkii kashyii hangkii tamkaile. 
MRK.15.4	Teito Pailatnii mpougo kachyiinhii loile, “Nang mah kado khekalat lakpo? Julo, ahnyiinii go phyiiryiikii daziika tam mashyii leipo.”
MRK.15.5	Nlenii Jisunii makado nlailoisii khesutakle, teijangpii Pailatnii sung gatakle.
MRK.15.6	Kaakamaju hang-ngi piinei leimik tei kabang kito kaleimei kak kito machiinii kamareimei hang- niniigo Pailatnii ahnyii jangpii mpat kapyii ajai bamle. 
MRK.15.7	Sateichii Barabas katu mei hangninii siiset saryii tiikakaimeigo kaswisii bang bamle, teisam kapat kiteito tei mei teinii meigo gitakle. 
MRK.15.8	Sateichii mei machii teinii tatpisii mpounii ahnyii jangpii ajaitai swisii tiipyii tang karam jangpii khangtu takle. 
MRK.15.9	Pailatnii ahnyiigo n-nhiile, “Gonyii jangpii Inii Jehudimei Sagong gotei mpat kapyii marai makpo?” 
MRK.15.10	Atingmei hangteinii Jisugo kamaimhii jangpii mpou dakii pyii- bamle katu tei Pailatniido tiigatpii tile.
MRK.15.11	Nlenii tei tei supiinii Barabas go mpounii ahnyii jangpii mpatpyii matu tang karam jangpii, Ating- meihang teinii mei machii gotei kathwitu takle. 
MRK.15.12	Sateichii Pailatnii meimoi dakii nlailoisii tamle, “Teitii- leponii gonyiinii Jehudimei Sagong- sii lat kaleipii gotei Inii dapei tiilopo?”
MRK.15.13	Teito ahnyiinii nlailoisii saale, “Mpougo krosh gamkii gi ailo,”
MRK.15.14	Teito Pailatnii ahnyii dakii tamle, “Dajangpii, mpounii dapei kashyii tiipo?” Nlenii ahnyiinii kisii saatu takle, “Mpougo krosh gamkii gi ailo.”
MRK.15.15	Teito Pailatnii machiigo lung kamang tiikanyii kito ahnyii jangpii Barabasgo mpatpyii takle, sateichii mpounii Jisugo lak lakpyiisii Krosh gamkii gitang karam jangpii pyiitoi aitakle.
MRK.15.16	Saryiimei teinii mpougo Praetorium, katunii Sagong kilung pangliitle, teito ahnyiinii saryimei hang gotei lat ndwi takle. 
MRK.15.17	Sateichii ahnyiinii mpougo mazyiitoitoi katu paigang bakaipyiile, tu phyiihung hangninii ki wosii mpougo choipyii takle. 
MRK.15.18	Sateichii ahnyiinii mpougo matatu takle, “Mata leile, Jehudimei mah Sagong!” 
MRK.15.19	Teito ahnyiinii mpougo tingrangpii phyiibung lakle, jukikii poktai maswijoile ninado ahnyiinii kok-kumsii mpougo matale. 
MRK.15.20	Ahnyiinii mpougo hoksii nuisang sek-kii, ahnyiinii mpou gamto kamajyiipei peigang tei loktoipyii takle sateichii mpou nat tei kaipyiiloi takle, teito ahnyiinii mpougo krosh gamkii gitang karam jangpii pangsii tat tutakle.
MRK.15.21	Sateichii namdi kaki kito Sagong Alekjender nei Rofos pfii Simon katupii Sairen kito kaleimei tei teiki gongle, teito ahnyii hangpii mpougo Jisu mah krosh tei pung matu tang karam jangpii keishyiipii jumtakle. 
MRK.15.22	Sateichii ahnyiinii Jisugo Golgotha (katunii Phyiibung- rou bam) sii lat katu bam kitei pang gongle. 
MRK.15.23	Teito ahnyiinii myrrh-go ryii kaja katu jou tei mpougo pyiile, nlenii mpounii sak makle. 
MRK.15.24	Satei- chii ahnyiinii mpougo krosh gamkii gi aitakle ninado ahnyii kakto doi kabi tei jusii, mpou peimani tei ahnyii kakto njai takle. 
MRK.15.25	Sateichii ahnyiinii mpougo krosh gamkii kagi tei tingchoi pung sokchyii tinglangle. 
MRK.15.26	Mpougo tam mashyiisii ryii kabam teinii: “Jehudimei mah Sagong.” 
MRK.15.27	Teito ahnyiinii Jisugo kaswisii ka- ragamei hangna godo krosh gamkii gile, hangniniigo mpoubah ajiilam ninado hangniniigo abilamkii. 
MRK.15.28	(aitiisii kabi rasam kito: “Mpounii meigo kagi kabamei mah sadoi kashyiitei dou njoi takle” sii tam kabam samtei gong matwi takle.)
MRK.15.29	Sateichii teiki tatpat tatliit katumei hangteinii aphyii kangumsii mpougo sam kashyii tamle; “Oh! saraaki tiikousii jangtumnii lungki- kii tiimakhii tang karampii! 
MRK.15.30	toinii krosh gamto humsii go rangtiisii goroinapii kei wolo.”
MRK.15.31	Tei takumpii atingmei hang teiniido, ajaitingshang kati ojamei hang go kaswisii ahnyii roipii ahnyii kakto hoksii nuisii tamle, “Mei kakimei gonii mpounii keipyiile, nlenii mpou roipii mpou gonii keiwo makle. 
MRK.15.32	Toinii Krista, Isrelmei mah Sagong, toinii krosh gamto hum matulo, nyiinii ngousii malum kabui jangpii.” Sateichii mpougo kaswisii krosh gamkii gi kabampiina niido mpougo tam mashyiile.
MRK.15.33	Pung saruk sekto sokchyii katang kaktei sazyii pouryii matum madum tei myii ai takle. 
MRK.15.34	Sateichii pung sokchyii kata tinglang kaktei Jisunii rok sagoisii saale, “Eloi, Eloi, lama sabachtani?” Katunii “Gu Bangpii, Gu Bangpii, nangnii n-gu dajangpii toi aipo?”
MRK.15.35	Teikito kaleimei kangkanii mpougo shii wosii tamle, “Koikinglo, mpounii Ilaijahgo lat leile.” 
MRK.15.36	Sa- teichii mei hangninanii pakmaa, sponze hangninii kikii kahengdwi sumwosii ating hangninii toikii sabiit tosii mpou mwi kikii kaipyiisii tamle, “Koilo, Ilaijahnii gong mpougo krosh gamto poimang pyii pyiilakpo, nyiinii jule je.”
MRK.15.37	Teito Jisunii rok sagoisii saasii taitakle.
MRK.15.38	Teito karataki lungkii lam kabam peira tei aphyiito akang katang hetriit hangna tiitakle. 
MRK.15.39	Sateichii Jisugo ju karyiisii kuto sat kalei saryii mpfii kadipii teinii abangpii teinii aitiisii katai tei ngou wosekkii, mpounii tamle, “Mei aipou ai Saraa nah sapfii mpou kasang teile.”
MRK.15.40	Sateichii sapwimei kangkado kak dhiihaisii jusii leile, ahnyii kaktei Meri Mekdolen, Jems kara- nupii nei Joseph pwi Meri ninado Solomi haile. 
MRK.15.41	Jisunii Galili kito kalei kak, ahnyiinii mpou-tai swisii anga ngapyiile sateichii mpougo ka- swisii Jerosalemki kagong sapwimei kaki kadaziikado haile.
MRK.15.42+MRK.15.43	Sateichii tingkhii lamtei gong kado, bam ntak piinei leimik gong kasunii tiikakada piinei leimik katu taiswisii, katingmei hang kak kito adzyii ka-nroumei, mpouroi- piinado Saraa sating sazyii gongtang karam gotei koisii kalei Arimatiya mpfii Joseph tei gongle; mpounii kahing gasii Pailatda liitsanii Jisu mah pumrong tei khang wotakle. 
MRK.15.44	Sateichii Jisu taitakle sek-kii Pailat teinii sung gatakle ninado saryiimei mei haimah kadipii gotei lat tosii Jisu tai kalei katangkii takdesii mpou dato n-nhiile. 
MRK.15.45	Sa- teichii mpounii saryiimei mei haimah kadipii dateito tei tei tiwosek-kii, Joseph go katai pumrong tei pyii aitakle. 
MRK.15.46	Teito mpounii kounah- maipei hangninii lyii wosii mpougo poi m-mangsii kamajyii kounahmai pei teipii kajyiisii, kuitu kadi kikii biit kabam roubam kikii mpougo goi aitakle sateichii mpounii roubam mah takam ki teikii kuitu kadi hangniniipii kalwi makat aitakle. 
MRK.15.47	Teito Meri Mekdolen ninado Joseph pwi Meri teinii mpougo goi kabam nitei ngou takle.
MRK.16.1	Sateichii bam ntak piinei leimik tei sangsek-kii Meri Mekdolen, Jems pwi Meri ninado Salomi ahnyii teinii mangsii mpougo manukpyii tang karam manam kabi thao tei lyii wotakle. 
MRK.16.2	Hapta kito kareipiinei leimik tingchoi nukii leimik pat manoi ahnyii roubam kitei mangle. 
MRK.16.3	Teito ahnyii rangtiisii sam rashiitu takle, “Tanii nyiigo rou kamwi tukam tei koktoipyii tangpo?” 
MRK.16.4	Teito ahnyiinii jumakhii kuitu tei koktoi kabam tei ngoutakle kuitu tei hangkasii dile. 
MRK.16.5	Sateichii ahnyiinii rou lungtei tat kaliit kak, peira kaha bakalei sapfiimei karanumei hang- ninii ajiilam teito bam kalei tei ngou wosii ahnyii hangkapii sung gatakle.
MRK.16.6	Nlenii mpounii ahnyii dakii tamle, “Sung gasulo, krosh gamkii gikalei Nazaret ki Jisugo gonyiinii fiileile, Mpounii ringkhii takle, mpounii aiki gale, julo, ahnyiinii mpougo tiikagoi bamtei. 
MRK.16.7	Nlenii tat tulo, mpou-boumeigo ninado Pitargo tam mangoulo, mpounii gonyii doi reisii Galiliki tatliit takle, mpounii gonyii dakii tam kapyii takumpiinii gonyiinii mpougo teikito ngou- tangle.”
MRK.16.8	Teito ahnyiinii nlai patsii roubam kiteito paktu takle; dapokii ahnyii tei ka-nchyiipii ninado sung gatakle sateichii ahnyiinii kahing jangteipii meida kado mah kado tam makle.
MRK.16.9	Jisunii katai kito ringkhii kalu taihapta kito karei leimik piinei tingchoi nukii, mpounii sara kashyii sana baatoi kapyiipei Meri Mek- dolenda karei reisang kito mangoule. 
MRK.16.10	Teito mpoupeinii mpou-boumeigo tampyiile, ahnyiitei magesii ninado hatsii bamle; 
MRK.16.11	nlenii Jisu ringkhii takle ninado mpoupeinii ngoutakle katu tei shii wosii, ahnyiinii malum sutakle.
MRK.16.12	Sateichii aitai, mpouboumei mei hangnanii sazyii ram hang- niniiki tatliit kalei kak ajai kataam hangniniipii mpounii mpoupiina dakii mangoupyiile. 
MRK.16.13	Teito mpou- piinanii nlaigong kakimei dakii tam- pyiile, nlenii mpoupiinanii katam samtei ahnyiinii malum sutakle.
MRK.16.14	Kana nasang kito Jisunii kea- riisakankii dakii mangoule ahnyii mahchii kalei kak, mpounii ahnyiigo n-gile, dapokii ahnyiinii lung teisii malum kasu jangpii ninado mpounii ringkhii kalu tei mpougo ngou kalumeigo ahnyiinii malum kasu jangpii. 
MRK.16.15	Mpounii ahnyii dakii tamle, “Tat tulo, sazyii pouryii bam- lyii hangki sateichii meilui kalung hangda kabi rasamtei tam ralipyiilo. 
